s1|s2|sts_score|bleurt_score
The woman is frying a breaded pork chop.|A woman is cooking a breaded pork chop.|0.8400000000000001|0.31782233715057373
A girl is flying a kite.|A girl running is flying a kite.|0.8|0.27840283513069153
A man is riding a mechanical bull.|A man rode a mechanical bull.|0.8|0.5326616764068604
The man is playing the guitar.|A man is playing a guitar.|0.9818|0.5031787157058716
A woman is dancing and singing with other women.|A woman is dancing and singing in the rain.|0.6|-0.45515191555023193
A man is slicing a bun.|A man is slicing an onion.|0.48|-0.10298524796962738
A man is pouring oil into a pan.|A man is pouring oil into a skillet.|0.8400000000000001|0.4550740718841553
A lion is playing with people.|A lion is playing with two men.|0.6799999999999999|0.015513624995946884
A dog rides a skateboard.|A dog is riding a skateboard.|1.0|0.47825562953948975
Someone is carving a statue.|A man is carving a statue.|0.75|0.5891854166984558
A woman is slicing an onion.|A man is cutting an onion.|0.55|0.17792558670043945
A woman peels shrimp.|A woman is peeling shrimp.|1.0|0.46409037709236145
A woman is frying fish.|A woman is cooking fish.|0.8|0.2818312644958496
A woman is playing an electric guitar.|A woman is playing a guitar.|0.72|0.4217676520347595
A baby tiger is playing with a ball.|A baby is playing with a doll.|0.32|-0.7328247427940369
A person is slicing a tomato.|A person is slicing some meat.|0.35|-0.18882174789905548
A person cuts an onion.|A person is cutting an onion.|1.0|0.5460985898971558
A man is playing the piano.|A woman is playing the violin.|0.2|-0.07070313394069672
A woman is playing the flute.|A man is playing the guitar.|0.2|-0.32481709122657776
A man is cutting up a potato.|A man is cutting up carrots.|0.475|0.12148080766201019
A kid is playing guitar.|A boy is playing a guitar.|0.76|0.7282609343528748
A boy is playing guitar.|A man is playing a guitar.|0.64|0.33201104402542114
A man is playing guitar.|A boy is playing a guitar.|0.64|0.3454703688621521
A little boy is playing a keyboard.|A boy is playing key board.|0.8800000000000001|0.05524889752268791
A man is playing a guitar.|A man is playing an electric guitar.|0.75|0.568087100982666
A dog licks a baby.|A dog is licking a baby.|0.95|0.4043312072753906
A woman is slicing an onion.|A man is cutting and onion.|0.64|-0.10910554230213165
A man is playing the guitar.|A man is playing the drums.|0.3112|0.3297710418701172
A woman is slicing a pepper.|A woman is cutting a red pepper.|0.7876000000000001|0.5951430201530457
A man is playing the drums.|A man plays the drum.|1.0|0.6880901455879211
A woman rides a horse.|A woman is riding a horse.|1.0|0.5396407842636108
A man is eating a banana by a tree.|A man is eating a banana.|0.8|0.018050167709589005
A cat is playing a key board.|A man is playing two keyboards.|0.32|-1.0397663116455078
A man chops down a tree with an axe.|A man cut a tree with an axe.|0.95|0.5143795013427734
A kid plays with a toy phone.|A little boy plays with a toy phone.|0.7|0.7102630734443665
A man is riding a motorcycle.|A man is riding a horse.|0.2799999999999999|0.2696314752101898
A man is riding a motorcycle.|A man is riding a horse.|0.2799999999999999|0.2696314752101898
A squirrel is spinning around in circles.|A squirrel runs around in circles.|0.8|0.30766427516937256
A man and a woman are kissing.|A man and woman kiss.|1.0|0.3867386281490326
A man is getting into a car.|A man is getting into a car in a garage.|0.7666000000000001|0.4572652578353882
A man is dancing.|A man is talking.|0.12|-0.8063731789588928
A man is playing the guitar and singing.|A man is playing the guitar.|0.5833999999999999|0.01637979969382286
A person is cutting mushrooms.|A person is cutting mushrooms with a knife.|0.8400000000000001|0.13189104199409485
A tiger cub is making a sound.|A tiger is walking around.|0.4|-0.7657588124275208
A person is slicing onions.|A person is peeling an onion.|0.52|0.3233013153076172
A man is playing the piano.|A man is playing the trumpet.|0.32|-0.006049979478120804
A woman is peeling a potato.|A woman is peeling an apple.|0.4|0.17627973854541779
A pankda is eating bamboo.|A panda bear is eating some bamboo.|0.8400000000000001|-0.6023802161216736
A person is peeling an onion.|A person is peeling an eggplant.|0.4|-0.23614677786827087
A monkey pushes another monkey.|The monkey pushed the other monkey.|0.96|0.08034488558769226
A squirrel runs around in circles.|A squirrel is moving in circles.|0.8800000000000001|0.4904954433441162
A man is tying his shoe.|A man ties his shoe.|1.0|0.6095463037490845
A boy is singing and playing the piano.|A boy is playing the piano.|0.6|0.3440493643283844
A dog is eating water melon.|A dog is eating a piece of watermelon.|0.85|0.3323122262954712
A woman is chopping broccoli.|A woman is chopping broccoli with a knife.|0.85|0.35844001173973083
A man is peeling a potato.|A man peeled a potatoe.|0.76|0.25058436393737793
A woman is playing a guitar.|A man plays a guitar.|0.48|0.020446475595235825
A woman is slicing tomato.|A man is slicing onion.|0.32|0.024187784641981125
A man swims underwater.|A woman is swimming underwater.|0.4|-0.08055835962295532
A man and woman are talking.|A man and woman is eating.|0.32|-0.05128442123532295
A small dog is chasing a yoga ball.|A dog is chasing a ball.|0.8|-0.44644150137901306
The men are playing cricket.|The men are playing basketball.|0.44|-0.5653061270713806
A man rides off on a motorcycle.|A man is riding on a motorcycle.|0.8800000000000001|0.5444269776344299
A man is playing a guitar.|A man is singing and playing a guitar.|0.72|0.35369059443473816
The man talked on the telephone.|The man is talking on the phone.|0.72|0.5520506501197815
A man is fishing.|A man is exercising.|0.1|-0.9980064034461975
A man is levitating.|A man is talking.|0.16|-1.0574960708618164
Two boys are driving.|Two bays are dancing.|0.12|-1.5401798486709595
A man is riding on a horse.|A girl is riding a horse.|0.52|-0.10388940572738647
A man is riding a bicycle.|A monkey is riding a bike.|0.4|-0.15087521076202393
A man is slicing potatoes.|A woman is peeling potato.|0.44|-0.018755663186311722
A woman is peeling a potato.|A man is slicing potato.|0.48|-0.0028640665113925934
A man is playing a guitar.|Someoen is playing guitar.|0.72|-0.5602124929428101
A woman is slicing a leek.|A woman is slicing ginger.|0.44|-0.5990148782730103
The man cut a paper plate.|A man is cutting a paper plate.|0.96|0.31458351016044617
The man is playing the guitar.|A man is playing the flute.|0.3286|-0.06404249370098114
A man is playing the piano.|The man is playing the violin.|0.35|0.034269776195287704
A woman is slicing up some meat.|A woman is breading some meat.|0.45|0.3397885262966156
A man is playing on his keyboard.|A man is playing a keyboard piano.|0.8|0.4140308201313019
The lady chopped up the green onions.|The lady cut up a green onion.|0.96|0.5120090842247009
Someone is sitring noodles in water.|A woman is boiling noodles in water.|0.64|-0.15555092692375183
Lionel Richie is dancing on the ceiling.|Lionel Ritchie dances while standing on the ceiling.|0.8|-0.17154093086719513
A man is playing a piano.|A person is playing the piano.|0.8800000000000001|0.6562166810035706
A woman is playing flute.|A woman plays on a flute.|0.92|0.4356955885887146
A boy is checking a calender.|A boy is looking at a calendar.|0.76|-0.7628218531608582
A woman is cutting an onion.|A woman is chopping onions.|0.96|0.48554545640945435
A man is playing guitar.|A man plays a guitar.|0.9714|0.685951292514801
A woman is using a sewing machine.|A woman is sewing on a machine.|1.0|0.5725712776184082
A woman is flipping pancakes.|A cartoon chef is flipping pancakes.|0.5065999999999999|-0.28041794896125793
A man is running on the road.|A car is driving down the road.|0.2|0.20769265294075012
A man is riding on a horse.|A man is talking on a phone.|0.2|-0.8481066823005676
A man is riding a bike.|A man is riding on a horse.|0.4|0.3623543977737427
A woman is dancing.|A man is eating.|0.0285999999999999|-1.1110719442367554
A man is playing a piano.|A man is playing a flute.|0.4|0.10949008166790009
A man is playing a flute.|A man is playing a piano.|0.32|-0.07091081142425537
A man is spinning.|A man is dancing.|0.32|-0.5257502198219299
A monkey is swinging from limb to limb.|A monkey is swinging from tree to tree.|0.6799999999999999|0.3916069269180298
The people got off the train.|The people got off the train at the station.|0.8|0.4808387756347656
A dog is jumping on a trampoline.|A dog bounces on a trampoline.|0.96|0.3533822298049927
A boy is playing an instrument.|A man is playing a trumpet.|0.5|0.09099838137626648
A woman plays the guitar.|A man sings and plays the guitar.|0.35|-0.22912564873695374
A woman is picking a can.|A woman is slicing a tomato.|0.2|-0.4611004590988159
A man is climbing a rope.|A man climbs up a rope.|1.0|0.5373957753181458
A man is lifting a car.|A man is climbing a wall.|0.2799999999999999|-0.4951612055301666
A man and woman are driving down the street in a jeep.|A man and woman are driving down the road in an open air vehicle.|0.8|0.29052960872650146
The shirtless man sat in a chair.|A shirtless man is sitting on a chair.|0.76|0.5766134262084961
Two women are wrestling.|Two women are wrestling on the floor.|0.8|0.2275606393814087
The puppy played with a blue tennis ball.|A puppy is playing with a tennis ball.|0.8|-0.4083743393421173
A kangroo is eating something.|A kangaroo is eating.|0.96|-1.0207390785217285
A cat is playing a piano.|A man is playing a guitar.|0.12|-0.5601714253425598
The man cut some carpet with a knife.|A man is cutting carpet with a knife.|0.95|0.4198203682899475
A woman is riding a motorized scooter down a road.|A man is riding a motor scooter.|0.44|0.08782771229743958
someone is slicing a vegetable.|Someone is slicing a tomato.|0.6|0.4917730689048767
A woman is dancing.|A man is talking.|0.0|-0.9084047079086304
A dog licks up a baby's drool.|A dog licks a baby.|0.44|-0.6062121987342834
A man is rowing a boat.|A man is slicing a tomato.|0.08|-1.2752476930618286
A man cuts up potatos.|A man slices potatoes.|0.96|0.42140626907348633
A woman is chopping up garlic.|The woman is dicing garlic.|0.96|0.15686821937561035
An animal run in circles.|A squirrel runs in circles.|0.76|-0.4313388168811798
A man is walking slowly across a rope bridge.|A boy is walking across a bridge.|0.6|0.09370522201061249
A man is playing the guitar.|A man seated in a room is playing the guitar.|0.8|0.35581260919570923
A man plays the flute.|A man is playing a flute.|1.0|0.6255481243133545
A woman cracks two eggs into a glass bowl.|A woman is cracking an egg into a bowl.|0.76|0.13369713723659515
A man is cutting a fish.|A man guts a fish.|0.6|-0.2975922226905823
Two men are packing suitcases into the trunk of a car.|The men are putting suitcases into the car's trunk.|0.8800000000000001|0.3288160264492035
A man pours oil on some tomatos.|The man poured oil on the cut tomatoes.|0.76|0.3056047856807709
A man is slicing something.|A man is slicing a bun.|0.6|0.22161413729190826
A man is paddling a canoe.|A man is playing a harp.|0.1334|-0.6168070435523987
A man and woman are walking together through the woods.|A man and woman are walking arm in arm through a wooded area.|0.8|0.24198633432388306
The woman picked up the kangaroo.|A woman picks up a baby kangaroo.|0.75|0.22182245552539825
Fish are swimming.|A fish is swimming.|0.8266|0.4364544749259949
Two women mix something in a food processor.|Two women make something in a blender.|0.8|-0.13142624497413635
A person is surfing a large wave.|A person is surfing.|0.72|-0.0614190436899662
A man is playing a guitar.|A man is stabbing a target.|0.24|-1.3691112995147705
A man is playing a flute in a band.|A man is playing a guitar.|0.32|-0.2522086799144745
The man spread butter on the loaf of bread.|A man is spreading butter onto bread.|0.8|0.3228045701980591
A person is boiling noodles.|A woman is boiling noodles in water.|0.8|0.044671136885881424
A group of people dance on a hill.|A group of people are dancing.|0.64|-0.4566492438316345
A man is dancing outside.|A man is playing flute.|0.2|-0.50022953748703
A woman is feeding a man.|A woman is mixing meat.|0.2|-0.48116832971572876
A man is putting a pan into an oven.|A woman is cutting an onion.|0.12|-0.9575923085212708
A woman is sitting at a desk.|A woman is riding a donkey.|0.08|-0.8495621085166931
Medics transport a patient on a stretcher.|A doctor rushes a patient on a stretcher.|0.6799999999999999|-0.04082754626870155
A woman is playing a flute on stage.|The woman is playing the flute.|0.72|0.34478044509887695
Two baby pandas are playing.|Two pandas are laying together.|0.6|-0.6901740431785583
A baby is laughing.|A baby is laughing and giggling.|0.8|0.5528111457824707
A man is playing a guitar.|A boy is playing a piano.|0.24|-0.19225218892097473
A man is folding paper.|A woman is slicing a pepper.|0.12|-0.9277169108390808
Three women are dancing.|The man is dancing.|0.32|-0.7188227772712708
The cats are playing with each other.|Two cats are fighting each other.|0.52|-0.5527060031890869
A person is writing.|A person is writing with a pencil.|0.72|-0.0278877355158329
A man is running.|A man is running down a road.|0.7|0.23625370860099792
The woman is rolling dough.|A woman is flouring and rolling dough.|0.753|-0.022244784981012344
A woman is adding spices on a meat.|Woman is adding sugar to meat.|0.55|-0.1751689314842224
A woman is adding oil on fishes.|A woman is pouring water on fish.|0.45|0.14227443933486938
A young boy is holding a guitar.|A little boy is playing a guitar.|0.55|0.5849910974502563
A cheetah is running.|A cheetah is running across a field.|0.76|-0.02426508441567421
The man is eating pizza.|A man is eating a slice of pizza.|0.96|0.41502416133880615
An orangutan is riding a bus.|A monkey is riding on a bus.|0.72|-0.6002882122993469
A man and a woman talk in a diner.|A man and a woman are riding on a bicycle.|0.24|-0.8676435947418213
A man is playing a guitar.|A man is cleaning a glass door.|0.08|-1.2213919162750244
A girl is singing and playing a guitar.|A young man is singing while playing the guitar.|0.48|-0.19270846247673035
A girl is communicating with sign language.|A young girl is using sign language.|0.7882|0.572740912437439
A woman is doing weight exercises.|A woman is doing her hair.|0.1|-0.84267258644104
A man is getting inside a car.|An elderly man is getting into a red car.|0.75|0.26102596521377563
A big green ball knocks a potato over.|A large green ball hits a potato.|0.8|0.4794173836708069
A cat is playing keyboards.|A cat is playing a piano.|0.6|0.36984843015670776
Two dogs swim in a pool.|Dogs are swimming in a pool.|0.8400000000000001|0.08990375697612762
The man used a chopper to chop the onion.|The man used a machine to chop up a potatoe.|0.4|-0.17412793636322021
A woman slices tofu.|A woman is cutting tofu.|1.0|-0.06219964101910591
A herd of deer are crossing the street.|A herd of caribou are crossing a road.|0.6|0.18395182490348816
The person is riding the horse.|A man is riding a horse.|0.76|0.33358222246170044
Someone is feeding a animal.|Someone is playing a piano.|0.0|-1.080979347229004
Someone is slicing tortila's.|Someone is riding a horse.|0.0|-1.6273274421691895
Someone is mixing ingrediants.|Someone is sewing things.|0.05|-1.345343828201294
A rooster pecks at a dead mouse.|A chicken is pecking at a dead mouse.|0.8|-0.14861911535263062
A woman holds a kangaroo.|A woman is picking up a kangaroo.|0.65|0.34504178166389465
A man is playing with frogs|A cat is playing with a camera.|0.15|-1.0751924514770508
Two men are talking.|Two men are playing guitar.|0.3|-0.6287340521812439
A man spreads butter on a big piece of bread.|A man is smearing butter on a slice of garlic bread.|0.7|-0.09795334935188293
A man is running across a high wire.|A man is running on rope.|0.6|0.3203250765800476
A man is mowing a lawn.|A woman is cutting a lemon.|0.04|-0.7731207609176636
A man is opening a door.|A man is playing a guitar.|0.16|-0.829425573348999
A man is slicing a potato into pieces.|A man is cutting a potato.|0.8400000000000001|0.7035093903541565
The woman is cutting cooked octopus.|A woman is chopping octopus.|0.76|0.11286914348602295
A man is punching through boards.|A dog is running through water.|0.08|-0.8153135180473328
A man is dancing.|A man is eating bread.|0.16|-1.0963797569274902
Someone is playing a piano.|A man is playing a guitar.|0.24|-0.1377592235803604
Two foxes are eating from a plate on a brick patio.|Foxes are eating from a plate.|0.5599999999999999|-0.25350284576416016
A boy is playing a key-board.|A boy is playing the piano.|0.64|-0.5519601702690125
A person plays a keyboard.|Someone is playing a keyboard.|1.0|0.4956926703453064
A man is shooting a gun.|A man is spitting.|0.0|-0.5553020238876343
Someone is slicing an onion.|Someoen is peeling a potato.|0.2|-0.9662079215049744
A man is swimming.|A woman is slicing meat.|0.0|-1.456130027770996
A man is playing the guitar.|A man plays an acoustic guitar.|0.75|0.26446306705474854
A woman is slicing a pumpkin.|A woman is riding an elephant.|0.08|-0.9387912154197693
A woman is dancing.|A woman is kneading dough.|0.08|-1.1706793308258057
A woman is cracking eggs into a bowl.|A woman is placing skewers onto a rack.|0.12|-0.5175325870513916
A car is moving through a road.|A car is driving down the road.|0.8|0.4702509641647339
Someone is greasing a pan.|Smeone is laying down.|0.08|-1.5904655456542969
A man is playing guitar.|A man is draining pasta.|0.08|-1.5551245212554932
A woman is drinking vodka.|A woman is exercising.|0.08|-1.2917225360870361
A woman is cutting meat into pieces.|A woman is cutting up some meat.|0.96|0.5556771159172058
A man is rinsing a steak.|A man is playing a guitar.|0.12|-1.1239092350006104
A man is selling items.|A man is cleaning the house.|0.16|-0.36091184616088867
A man is jumping a wall.|A man jumps onto a short wall.|0.64|0.20265935361385345
Runners race around a track.|Runners compete in a race.|0.64|-0.1849500834941864
A man is kicking a soccer ball.|A man is mixing a bowl.|0.12|-1.015602946281433
A woman is frying something.|A woman is riding a horse.|0.12|-1.2376492023468018
A cat is licking a sucker.|A woman is slicing cucumber.|0.0|-0.9729140996932983
A woman is dancing by a fire.|A woman is taking a bath.|0.2799999999999999|-1.1702370643615723
The man is slicing a fish open.|A man is slicing a potato.|0.44|-0.5252260565757751
Butter is melting in a pan.|A man is melting butter in a pan.|0.72|-0.05860031023621559
Three boys are dancing.|Kids are dancing.|0.6222000000000001|-0.2991647720336914
A woman is playing a game with a man.|A man is playing piano.|0.12|-0.4471351206302643
The man is driving a white car.|A man is giving an interview.|0.08|-1.252753496170044
A man drove his car.|A man is driving a car.|0.85|0.3593486547470093
A car backs out of a space.|A car is backing out of a blocked lane.|0.6|-0.3289061188697815
A man puts some cheese on a pizza.|The man sprinkled cheese on the pizza.|1.0|0.09552229940891266
The boy is playing the piano.|A boy plays a piano.|1.0|0.38536083698272705
The man played his guitar.|A man is playing a guitar.|0.75|0.08666941523551941
A man is riding a horse.|A man is playing a keyboard.|0.04|-0.7956714630126953
A man is walking on a rope.|A man is riding a mo-pad.|0.08|-0.11662989854812622
A girl is playing a flute.|A band is playing on a stage.|0.2572|-1.0871362686157227
People step off a train.|A group of people get off a train.|0.92|0.39777758717536926
A woman is sewing on a machine.|A woman is breading some meat.|0.12|-1.1606173515319824
A dog is looking into swimming pool.|A dog is walking around a pool.|0.4|-0.058116648346185684
A man is buttering a piece of bread.|A man is applying butter to bread.|1.0|0.26418930292129517
A man is cutting tomatoes into pieces.|A woman is cutting some vegetables.|0.36|-0.16014200448989868
Three teenage girls danced in the room.|Some teenage girls are dancing for the camera.|0.48|-0.470700204372406
A lion is walking.|A lion is pacing in a pen.|0.48|-0.19357596337795258
A man shooting a car.|A man is cutting a potato.|0.08|-1.0821945667266846
A black horse is running around.|The horse is running.|0.8400000000000001|-0.8745107054710388
A woman is deveining shrimp.|A man is dancing in rain.|0.0|-1.2221328020095825
A man is riding a horse.|A woman is washing a freezer.|0.0|-1.3216712474822998
A man walks down a path.|A man walks across a tight rope.|0.16|0.10086394846439362
A man is slicing a potato.|A woman is cutting a jalepeno.|0.2799999999999999|-0.4471583068370819
A dog is barking at a ball.|A dog swims after a tennis ball.|0.3|-0.750247061252594
A kid runs away from a fish swinging around on a fishing pole.|A little kid is running around a fishing pole.|0.5|-0.37887042760849
A man is walking along a path through wilderness.|A man is walking down a road.|0.5|0.2839586138725281
An elderly man is speaking at a podium.|A man is making a speech at the podium.|0.7|-0.027715902775526047
A man riding a horse in slow motion.|A man is riding on a horse.|0.6799999999999999|-0.17907282710075378
A person is cutting some burrata cheese.|The person is slicing cheese.|0.76|-0.3345639109611511
The man is shooting an automatic rifle.|A man is shooting a gun.|0.76|0.2976187765598297
A man is crushing garlic with the back of a knife.|A woman is slicing meat with a knife.|0.3|-0.2685176730155945
A woman is filing her fingernails with an emery board.|A woman is feeding her baby with a bottle.|0.1|-1.3397269248962402
A man is riding a skateboard.|A woman is cutting a potato.|0.0|-1.2025686502456665
A woman is taking a shower.|A man is riding a white horse.|0.0|-1.151015043258667
A  man is dancing.|A man is riding a horse.|0.16|-0.8678057789802551
A man is rowing a boat.|A man is shooting off a gun.|0.1699999999999999|-1.0020945072174072
A man is swinging from a rope attached to the ceiling.|A man is swinging on a rope.|0.6799999999999999|0.24164822697639465
A woman is riding a horse on a beach.|A man is carrying another man on his back.|0.08|-0.6986582279205322
A man holds a small animal in one hand.|A man shows off a small monkey.|0.35|-0.14908264577388763
A person is folding a square paper piece.|A man is folding paper.|0.65|0.2825460135936737
A person is frying meat in a pan.|A person is holding a skunk.|0.15|-0.8618032932281494
A chimpanzee is hurting a woman.|A man is driving a car.|0.0|-1.3533852100372314
The woman is peeling shrimp.|The man is holding a lemur.|0.0|-1.4359278678894043
Two zebras are playing.|Zebras are socializing.|0.85|-1.541686773300171
A woman is slicing butter.|A woman slices tofu.|0.36|-0.2930680513381958
Some men are playing guitars.|Three men are playing guitars and singing together.|0.64|-0.2322540432214737
The elephants sprayed water on themselves.|Elephants spray themselves with water.|0.72|0.40812674164772034
A dog sat at the counter of a store.|The dog is standing at the counter.|0.52|-0.020599137991666794
Someone drills a hole in a strip of wood with a power drill.|A man drills a hole in a piece of wood.|0.64|-0.2285473644733429
A woman is slicing some vegetables.|The woman is dicing garlic.|0.5599999999999999|-0.041554298251867294
A badger is burrowing a hole.|A badger is digging the earth.|0.92|0.26826441287994385
A woman is water skiing on a lake.|A man is playing a flute.|0.0|-1.1574122905731201
A girl is playing a violin.|A baby is laughing and giggling.|0.05|-1.0100964307785034
A helicopter is landing on a helipad.|A helicopter lands.|0.7846|0.14852437376976013
A woman is cutting up a chicken.|A woman is slicing meat.|0.55|-0.4181595742702484
A woman is cutting a cucumber.|A man is playing a guitar.|0.0|-1.269737958908081
A woman rides an elephant in front of an adoring crowd.|A woman rides an elephant.|0.6|0.12375125288963318
A puppy is sliding backwards along the floor.|A puppy is pushing itself backwards.|0.76|-0.004643101245164871
A woman splits garlic cloves.|A woman is breaking a head of garlic into cloves.|0.92|-0.042572248727083206
A dog is looking into swimming pool.|A dog is walking along the edge of a pool.|0.52|-0.39409714937210083
A woman mixes a beauty treatment in a glass.|A woman is mixing a cream in a glass with a spoon.|0.72|-0.39115291833877563
A man is drawing a picture.|A person is drawing.|0.72|0.2941421866416931
A woman is picking tomatoes.|A woman is pouring batter into a bowl.|0.2|-0.6623433828353882
A man is looking at a computer monitor.|A man is using a laptop.|0.55|0.211104616522789
The boy is riding a tricycle.|A woman is riding a water scooter.|0.25|-0.5731381177902222
Two men compete in a tire rolling race.|Two people flipped tractor tires in a race.|0.55|-0.5823885202407837
A person is cutting a meat.|A person riding a mechanical bull|0.0|-1.4221577644348145
A man is playing a violin.|A woman is using a sewing machine.|0.0|-0.9743723273277283
The baby crawled through the doorway.|A baby is crawling across the floor.|0.48|0.16049355268478394
A man is playing keyboard.|A person is playing a piano.|0.44|0.26452571153640747
A man is smelling two pizzas.|A woman is feeding a man.|0.04|-1.3160150051116943
A monkey pulls the tail of a dog.|A monkey is teasing a dog at the zoo.|0.5599999999999999|-1.1885428428649902
A dog lies on his back on a wooden floor.|A dog is laying on the floor.|0.8|0.002955574542284012
A woman is frying something in the pan.|A man is playing his guitar.|0.0|-1.2685813903808594
A man puts seasoning in a bowl of water.|The man added seasoning to water in a bowl.|1.0|0.011644255369901657
An elderly woman is pouring oil into a frying pan.|A tied man is putting into water.|0.0|-0.8627996444702148
A woman is chopping an onion.|A woman is slicing partially into half of an onion.|0.64|0.11738517880439758
The woman picked up the kangaroo.|A woman is carrying a kangaroo.|0.7|0.07514366507530212
A dog biting on a can.|A dog opens a can of food.|0.35|-1.0186773538589478
A woman is deboning a fish.|A man catches a fish.|0.25|-1.4282301664352417
A man is mowing grass.|A man is busting concrete.|0.1666|-0.6563736200332642
A cat is watching a TV.|A man is slicing a leave.|0.0|-1.3462835550308228
The boy is stuck in the door of the doghouse.|A child is stuck in a dog house.|0.75|0.0019198469817638397
People flip into a swimming pool.|Men are falling into a pool.|0.55|-0.34800460934638977
A woman swims underwater.|A woman is swimming.|0.76|0.49734026193618774
A man is playing a guitar.|A woman is dancing.|0.04|-0.754205048084259
An airplane is flying in the air.|A South African Airways plane is flying in a blue sky.|0.6799999999999999|-0.3405868709087372
A bear is running from two dogs.|A bear is fighting wolves.|0.2799999999999999|-0.8435836434364319
A woman is resting in a floating raft.|A woman relaxes in an inner tube.|0.76|-0.750048816204071
A man is dieing in an operating room.|A man is kissing a woman in stage.|0.08|-1.1239306926727295
A man is holding a leaf.|A woman is watching television.|0.0|-1.1940603256225586
A person is riding a horse.|A woman is slicing potatoes.|0.0|-1.308316946029663
A woman is slicing octopus.|A man is playing the guitar.|0.0|-1.304520606994629
A man is breaking water jugs.|A woman is peeling garlic.|0.04|-1.3275103569030762
A man is playing a guitar.|A woman is cutting vegetable.|0.0|-1.2071542739868164
A girl is eating a cupcake.|A man is slicing a cucumber.|0.0|-0.8229026198387146
The little girl played on the grass with a dog and a ball.|A baby plays with a dog and ball.|0.76|-0.2043016403913498
People ride and paddle a raft.|Four people are floating on a raft.|0.45|-0.43643099069595337
The lady cut up a potatoe.|A man is cutting a potato.|0.48|-1.0329766273498535
The missile exploded.|A rocket exploded.|0.64|0.46192777156829834
A dog is playing in the snow.|A dog is pawing at a fly in the carpet before it.|0.32|-1.0582648515701294
A woman is dancing with other women.|A woman is shredding chicken.|0.08|-1.2537031173706055
A boy is pushing a van.|A person is slicing a tomato.|0.0|-1.314791202545166
A boy is making some dance steps.|A boy is pouring something from a pitcher.|0.08|-1.2524914741516113
A woman is opening a soda and drinking it.|A woman is riding on an elephant.|0.12|-1.306491494178772
A man is assembling speaker parts.|A man is playing the guitar.|0.2|-0.7476763129234314
The dog walked along the edge of the pool.|A dog is walking along a pool.|0.92|0.22180546820163727
Butter is being put into a bowl.|A man cutting butter into a mixing bowl.|0.85|-0.5611911416053772
Raccoons are eating.|A man is eating.|0.3|-0.852043628692627
Someone fell off a horse.|A man gets knocked off of a horse.|0.7|0.3715667724609375
A woman peels an apple.|A man pops wheelies on a motorcycle.|0.0|-1.350067377090454
A man is taking some math classes.|A man is rinsing a steak.|0.0|-1.22915518283844
Animals are playing in water.|Two men are playing ping pong.|0.0|-1.2785964012145996
A man is riding a horse and jumping over obstacles.|A man is kicking a soccer ball.|0.0666|-0.8464824557304382
A person is doing pencil tricks with his hand.|A person is slicing carrots in half.|0.0666|-1.3178727626800537
The person lit the cameras on fire.|A person is blow torching cameras.|0.6666000000000001|-0.23316170275211334
The man is slicing the tape from the box.|A man is cutting open a box.|0.8666|0.19551943242549896
A man is fishing in the river.|A man is singing while walking down the sidewalk.|0.16|-0.9950153827667236
A man is riding a bike.|A woman is dancing in the street.|0.04|-0.7704015374183655
