s1|s2|sts_score|metric_score|normalized_metric_score|delta
A man rides off on a motorcycle.|A man is riding on a motorcycle.|0.8800000000000001|59.93349766175853|0.5993349766175853|0.28066502338241484
A man is playing a guitar.|A man is singing and playing a guitar.|0.72|59.80063067711215|0.5980063067711215|0.12199369322887843
The man talked on the telephone.|The man is talking on the phone.|0.72|48.95236747075909|0.48952367470759095|0.23047632529240902
A man is fishing.|A man is exercising.|0.1|38.00834718903023|0.38008347189030234|0.28008347189030236
A man is levitating.|A man is talking.|0.16|44.43896936683477|0.4443896936683477|0.28438969366834765
Two boys are driving.|Two bays are dancing.|0.12|41.29916924034571|0.4129916924034571|0.2929916924034571
A man is riding on a horse.|A girl is riding a horse.|0.52|55.9645715027974|0.559645715027974|0.03964571502797398
A man is riding a bicycle.|A monkey is riding a bike.|0.4|51.90695283961537|0.5190695283961537|0.1190695283961537
A man is slicing potatoes.|A woman is peeling potato.|0.44|48.78182532981295|0.48781825329812956|0.047818253298129554
A woman is peeling a potato.|A man is slicing potato.|0.48|44.70876909869144|0.4470876909869144|0.03291230901308556
A man is playing a guitar.|Someoen is playing guitar.|0.72|59.41394595692864|0.5941394595692864|0.1258605404307136
A woman is slicing a leek.|A woman is slicing ginger.|0.44|66.0164480030353|0.6601644800303529|0.22016448003035288
The man cut a paper plate.|A man is cutting a paper plate.|0.96|51.9360304938718|0.519360304938718|0.440639695061282
The man is playing the guitar.|A man is playing the flute.|0.3286|64.86408655712896|0.6486408655712895|0.3200408655712895
A man is playing the piano.|The man is playing the violin.|0.35|59.54730122405423|0.5954730122405423|0.2454730122405423
A woman is slicing up some meat.|A woman is breading some meat.|0.45|56.10237018194314|0.5610237018194314|0.11102370181943139
A man is playing on his keyboard.|A man is playing a keyboard piano.|0.8|65.01113985488887|0.6501113985488887|0.14988860145111138
The lady chopped up the green onions.|The lady cut up a green onion.|0.96|59.27597032445478|0.5927597032445479|0.3672402967554521
Someone is sitring noodles in water.|A woman is boiling noodles in water.|0.64|60.79288483911801|0.6079288483911801|0.0320711516088199
Lionel Richie is dancing on the ceiling.|Lionel Ritchie dances while standing on the ceiling.|0.8|55.63034693383968|0.5563034693383968|0.24369653066160324
A man is playing a piano.|A person is playing the piano.|0.8800000000000001|50.91077633250705|0.5091077633250705|0.37089223667492965
A woman is playing flute.|A woman plays on a flute.|0.92|48.38502818423226|0.4838502818423226|0.43614971815767745
A boy is checking a calender.|A boy is looking at a calendar.|0.76|46.95897638161856|0.4695897638161856|0.2904102361838144
A woman is cutting an onion.|A woman is chopping onions.|0.96|48.01322586219612|0.48013225862196124|0.4798677413780387
A man is playing guitar.|A man plays a guitar.|0.9714|49.98896368910864|0.49988963689108634|0.4715103631089137
A woman is using a sewing machine.|A woman is sewing on a machine.|1.0|62.764334786921104|0.627643347869211|0.37235665213078895
A woman is flipping pancakes.|A cartoon chef is flipping pancakes.|0.5065999999999999|62.52310587494747|0.6252310587494747|0.11863105874947477
A man is running on the road.|A car is driving down the road.|0.2|37.939780324049416|0.37939780324049416|0.17939780324049415
A man is riding on a horse.|A man is talking on a phone.|0.2|39.6305043567376|0.39630504356737606|0.19630504356737605
A man is riding a bike.|A man is riding on a horse.|0.4|55.95132892872192|0.5595132892872192|0.1595132892872192
A woman is dancing.|A man is eating.|0.0285999999999999|36.38006580415603|0.3638006580415603|0.3352006580415604
A man is playing a piano.|A man is playing a flute.|0.4|66.2156002751978|0.6621560027519781|0.26215600275197803
A man is playing a flute.|A man is playing a piano.|0.32|66.2156002751978|0.6621560027519781|0.34215600275197805
A man is spinning.|A man is dancing.|0.32|42.241155960591534|0.42241155960591537|0.10241155960591536
A monkey is swinging from limb to limb.|A monkey is swinging from tree to tree.|0.6799999999999999|64.68629655133178|0.6468629655133178|0.03313703448668215
The people got off the train.|The people got off the train at the station.|0.8|66.826914811919|0.6682691481191899|0.13173085188081013
A dog is jumping on a trampoline.|A dog bounces on a trampoline.|0.96|58.75005251070537|0.5875005251070538|0.3724994748929462
A boy is playing an instrument.|A man is playing a trumpet.|0.5|50.90749571584894|0.5090749571584894|0.009074957158489383
A woman plays the guitar.|A man sings and plays the guitar.|0.35|58.029095396339095|0.5802909539633909|0.23029095396339094
A woman is picking a can.|A woman is slicing a tomato.|0.2|38.66004877805763|0.38660048778057626|0.18660048778057625
A man is climbing a rope.|A man climbs up a rope.|1.0|46.34361483510096|0.4634361483510096|0.5365638516489903
A man is lifting a car.|A man is climbing a wall.|0.2799999999999999|33.79630853582843|0.3379630853582843|0.05796308535828437
A man and woman are driving down the street in a jeep.|A man and woman are driving down the road in an open air vehicle.|0.8|59.5103028686094|0.595103028686094|0.20489697131390605
The shirtless man sat in a chair.|A shirtless man is sitting on a chair.|0.76|56.98250167350957|0.5698250167350957|0.19017498326490434
Two women are wrestling.|Two women are wrestling on the floor.|0.8|66.4789552577263|0.664789552577263|0.13521044742273702
The puppy played with a blue tennis ball.|A puppy is playing with a tennis ball.|0.8|50.96580615033383|0.5096580615033384|0.2903419384966617
A kangroo is eating something.|A kangaroo is eating.|0.96|66.66477167364147|0.6666477167364147|0.2933522832635853
A cat is playing a piano.|A man is playing a guitar.|0.12|46.91265787699703|0.4691265787699703|0.34912657876997033
The man cut some carpet with a knife.|A man is cutting carpet with a knife.|0.95|59.92194246791948|0.5992194246791948|0.3507805753208052
A woman is riding a motorized scooter down a road.|A man is riding a motor scooter.|0.44|72.3226804278042|0.723226804278042|0.283226804278042
someone is slicing a vegetable.|Someone is slicing a tomato.|0.6|62.88474036148836|0.6288474036148837|0.028847403614883693
A woman is dancing.|A man is talking.|0.0|34.14804758859589|0.34148047588595887|0.34148047588595887
A dog licks up a baby's drool.|A dog licks a baby.|0.44|61.96282204582906|0.6196282204582906|0.17962822045829058
A man is rowing a boat.|A man is slicing a tomato.|0.08|32.36876793615422|0.3236876793615422|0.24368767936154218
A man cuts up potatos.|A man slices potatoes.|0.96|34.47023642579984|0.3447023642579984|0.6152976357420016
A woman is chopping up garlic.|The woman is dicing garlic.|0.96|47.83056134229539|0.4783056134229539|0.48169438657704605
An animal run in circles.|A squirrel runs in circles.|0.76|46.06372626094378|0.4606372626094378|0.2993627373905622
A man is walking slowly across a rope bridge.|A boy is walking across a bridge.|0.6|59.20860062149449|0.5920860062149449|0.007913993785055085
A man is playing the guitar.|A man seated in a room is playing the guitar.|0.8|58.41101274447169|0.5841101274447169|0.21588987255528314
A man plays the flute.|A man is playing a flute.|1.0|38.4864017759102|0.384864017759102|0.6151359822408979
A woman cracks two eggs into a glass bowl.|A woman is cracking an egg into a bowl.|0.76|41.36274881778619|0.4136274881778619|0.34637251182213813
A man is cutting a fish.|A man guts a fish.|0.6|45.41639585801872|0.45416395858018715|0.14583604141981282
Two men are packing suitcases into the trunk of a car.|The men are putting suitcases into the car's trunk.|0.8800000000000001|60.43513467187559|0.6043513467187559|0.2756486532812442
A man pours oil on some tomatos.|The man poured oil on the cut tomatoes.|0.76|38.32251382383094|0.3832251382383094|0.3767748617616906
A man is slicing something.|A man is slicing a bun.|0.6|65.00292159780821|0.650029215978082|0.050029215978082076
A man is paddling a canoe.|A man is playing a harp.|0.1334|38.38726685353957|0.3838726685353957|0.25047266853539574
A man and woman are walking together through the woods.|A man and woman are walking arm in arm through a wooded area.|0.8|56.9778241606529|0.569778241606529|0.23022175839347103
The woman picked up the kangaroo.|A woman picks up a baby kangaroo.|0.75|53.78285022736803|0.5378285022736803|0.2121714977263197
Fish are swimming.|A fish is swimming.|0.8266|53.83227883227882|0.5383227883227881|0.2882772116772119
Two women mix something in a food processor.|Two women make something in a blender.|0.8|55.056426707792816|0.5505642670779282|0.24943573292207188
A person is surfing a large wave.|A person is surfing.|0.72|82.53840512185563|0.8253840512185563|0.10538405121855632
A man is playing a guitar.|A man is stabbing a target.|0.24|32.5483818092433|0.32548381809243304|0.08548381809243305
A man is playing a flute in a band.|A man is playing a guitar.|0.32|61.818632553117546|0.6181863255311755|0.29818632553117547
The man spread butter on the loaf of bread.|A man is spreading butter onto bread.|0.8|48.94564281165128|0.4894564281165128|0.31054357188348725
A person is boiling noodles.|A woman is boiling noodles in water.|0.8|58.43803482157719|0.5843803482157719|0.21561965178422815
A group of people dance on a hill.|A group of people are dancing.|0.64|62.98058381332963|0.6298058381332963|0.010194161866703744
A man is dancing outside.|A man is playing flute.|0.2|31.340060767576087|0.3134006076757609|0.11340060767576088
A woman is feeding a man.|A woman is mixing meat.|0.2|41.09688001217482|0.4109688001217482|0.21096880012174818
A man is putting a pan into an oven.|A woman is cutting an onion.|0.12|40.70300183760099|0.40703001837600994|0.28703001837600994
A woman is sitting at a desk.|A woman is riding a donkey.|0.08|39.7896364973389|0.397896364973389|0.31789636497338897
Medics transport a patient on a stretcher.|A doctor rushes a patient on a stretcher.|0.6799999999999999|62.732313456804725|0.6273231345680472|0.05267686543195271
A woman is playing a flute on stage.|The woman is playing the flute.|0.72|59.903816884074224|0.5990381688407422|0.12096183115925774
Two baby pandas are playing.|Two pandas are laying together.|0.6|45.54742322589645|0.4554742322589645|0.14452576774103548
A baby is laughing.|A baby is laughing and giggling.|0.8|58.681505064030645|0.5868150506403065|0.21318494935969357
A man is playing a guitar.|A boy is playing a piano.|0.24|46.82126073693711|0.46821260736937115|0.22821260736937116
A man is folding paper.|A woman is slicing a pepper.|0.12|29.920497121332083|0.29920497121332085|0.17920497121332085
Three women are dancing.|The man is dancing.|0.32|43.98216895469432|0.43982168954694323|0.11982168954694322
The cats are playing with each other.|Two cats are fighting each other.|0.52|51.80932827868604|0.5180932827868604|0.0019067172131396193
A person is writing.|A person is writing with a pencil.|0.72|58.37474336474641|0.5837474336474641|0.1362525663525359
A man is running.|A man is running down a road.|0.7|56.59185013964044|0.5659185013964044|0.13408149860359553
The woman is rolling dough.|A woman is flouring and rolling dough.|0.753|53.59776797435764|0.5359776797435764|0.21702232025642365
A woman is adding spices on a meat.|Woman is adding sugar to meat.|0.55|56.7867953869921|0.567867953869921|0.017867953869920905
A woman is adding oil on fishes.|A woman is pouring water on fish.|0.45|42.54246168991798|0.42542461689917976|0.024575383100820247
A young boy is holding a guitar.|A little boy is playing a guitar.|0.55|46.362333925347706|0.46362333925347704|0.086376660746523
A cheetah is running.|A cheetah is running across a field.|0.76|58.1906583238639|0.581906583238639|0.17809341676136103
The man is eating pizza.|A man is eating a slice of pizza.|0.96|53.62167104703113|0.5362167104703113|0.4237832895296887
An orangutan is riding a bus.|A monkey is riding on a bus.|0.72|41.985419565758335|0.41985419565758336|0.3001458043424166
A man and a woman talk in a diner.|A man and a woman are riding on a bicycle.|0.24|44.40609111236816|0.44406091112368157|0.20406091112368158
A man is playing a guitar.|A man is cleaning a glass door.|0.08|31.451719766531838|0.3145171976653184|0.23451719766531837
A girl is singing and playing a guitar.|A young man is singing while playing the guitar.|0.48|45.64265587782485|0.4564265587782485|0.02357344122175148
A girl is communicating with sign language.|A young girl is using sign language.|0.7882|53.83903683091058|0.5383903683091058|0.2498096316908942
A woman is doing weight exercises.|A woman is doing her hair.|0.1|57.12902867264421|0.5712902867264421|0.47129028672644213
A man is getting inside a car.|An elderly man is getting into a red car.|0.75|48.07307867150144|0.4807307867150144|0.2692692132849856
A big green ball knocks a potato over.|A large green ball hits a potato.|0.8|50.32801911423879|0.5032801911423879|0.2967198088576122
A cat is playing keyboards.|A cat is playing a piano.|0.6|60.060780861339104|0.600607808613391|0.0006078086133910476
Two dogs swim in a pool.|Dogs are swimming in a pool.|0.8400000000000001|41.51239731348878|0.41512397313488786|0.4248760268651122
The man used a chopper to chop the onion.|The man used a machine to chop up a potatoe.|0.4|44.204341054923184|0.44204341054923185|0.04204341054923183
A woman slices tofu.|A woman is cutting tofu.|1.0|36.37151490883153|0.36371514908831526|0.6362848509116847
A herd of deer are crossing the street.|A herd of caribou are crossing a road.|0.6|46.881764915327054|0.4688176491532705|0.13118235084672947
The person is riding the horse.|A man is riding a horse.|0.76|54.54195507001332|0.5454195507001333|0.21458044929986675
Someone is feeding a animal.|Someone is playing a piano.|0.0|43.51286152907517|0.43512861529075164|0.43512861529075164
Someone is slicing tortila's.|Someone is riding a horse.|0.0|41.20791021399034|0.4120791021399034|0.4120791021399034
Someone is mixing ingrediants.|Someone is sewing things.|0.05|43.85140133129176|0.4385140133129176|0.3885140133129176
A rooster pecks at a dead mouse.|A chicken is pecking at a dead mouse.|0.8|46.706682813360814|0.4670668281336081|0.33293317186639193
A woman holds a kangaroo.|A woman is picking up a kangaroo.|0.65|47.03070721673488|0.4703070721673488|0.17969292783265123
A man is playing with frogs|A cat is playing with a camera.|0.15|50.3585532855091|0.503585532855091|0.353585532855091
Two men are talking.|Two men are playing guitar.|0.3|41.755603364759445|0.41755603364759447|0.11755603364759448
A man spreads butter on a big piece of bread.|A man is smearing butter on a slice of garlic bread.|0.7|37.83029445635485|0.3783029445635485|0.32169705543645144
A man is running across a high wire.|A man is running on rope.|0.6|58.7160668036364|0.587160668036364|0.012839331963635958
A man is mowing a lawn.|A woman is cutting a lemon.|0.04|31.63977717572639|0.3163977717572639|0.27639777175726393
A man is opening a door.|A man is playing a guitar.|0.16|30.411852844135456|0.30411852844135456|0.14411852844135456
A man is slicing a potato into pieces.|A man is cutting a potato.|0.8400000000000001|54.81524798035393|0.5481524798035393|0.29184752019646076
The woman is cutting cooked octopus.|A woman is chopping octopus.|0.76|52.54412230432279|0.5254412230432279|0.23455877695677207
A man is punching through boards.|A dog is running through water.|0.08|39.94040789166005|0.3994040789166005|0.3194040789166005
A man is dancing.|A man is eating bread.|0.16|31.728874329968864|0.31728874329968865|0.15728874329968864
Someone is playing a piano.|A man is playing a guitar.|0.24|43.89464743241267|0.4389464743241267|0.1989464743241267
Two foxes are eating from a plate on a brick patio.|Foxes are eating from a plate.|0.5599999999999999|80.28461321022795|0.8028461321022795|0.24284613210227957
A boy is playing a key-board.|A boy is playing the piano.|0.64|55.38825485863482|0.5538825485863481|0.0861174514136519
A person plays a keyboard.|Someone is playing a keyboard.|1.0|42.891501152091465|0.42891501152091466|0.5710849884790854
A man is shooting a gun.|A man is spitting.|0.0|45.089005849863305|0.45089005849863306|0.45089005849863306
Someone is slicing an onion.|Someoen is peeling a potato.|0.2|26.054096869314264|0.26054096869314264|0.06054096869314263
A man is swimming.|A woman is slicing meat.|0.0|30.205943971982624|0.30205943971982624|0.30205943971982624
A man is playing the guitar.|A man plays an acoustic guitar.|0.75|35.50930209559047|0.3550930209559047|0.3949069790440953
A woman is slicing a pumpkin.|A woman is riding an elephant.|0.08|34.59307954552112|0.3459307954552112|0.2659307954552112
A woman is dancing.|A woman is kneading dough.|0.08|37.621720678235896|0.376217206782359|0.29621720678235897
A woman is cracking eggs into a bowl.|A woman is placing skewers onto a rack.|0.12|36.99585582027736|0.3699585582027736|0.24995855820277363
A car is moving through a road.|A car is driving down the road.|0.8|35.975923834619486|0.3597592383461949|0.44024076165380516
Someone is greasing a pan.|Smeone is laying down.|0.08|36.00703582404158|0.3600703582404158|0.28007035824041576
A man is playing guitar.|A man is draining pasta.|0.08|31.116127737644767|0.31116127737644766|0.23116127737644765
A woman is drinking vodka.|A woman is exercising.|0.08|39.31790821416761|0.3931790821416761|0.31317908214167606
A woman is cutting meat into pieces.|A woman is cutting up some meat.|0.96|60.77896902536688|0.6077896902536688|0.35221030974633116
A man is rinsing a steak.|A man is playing a guitar.|0.12|30.85676983834232|0.3085676983834232|0.1885676983834232
A man is selling items.|A man is cleaning the house.|0.16|27.081656441904816|0.27081656441904817|0.11081656441904816
A man is jumping a wall.|A man jumps onto a short wall.|0.64|28.936900077078|0.28936900077078|0.35063099922922003
Runners race around a track.|Runners compete in a race.|0.64|35.08485785494804|0.3508485785494804|0.2891514214505196
A man is kicking a soccer ball.|A man is mixing a bowl.|0.12|34.17777695566884|0.34177776955668837|0.22177776955668838
A woman is frying something.|A woman is riding a horse.|0.12|38.40403732819818|0.38404037328198176|0.26404037328198177
A cat is licking a sucker.|A woman is slicing cucumber.|0.0|22.73705262998997|0.2273705262998997|0.2273705262998997
A woman is dancing by a fire.|A woman is taking a bath.|0.2799999999999999|38.01865889891168|0.38018658898911684|0.10018658898911692
The man is slicing a fish open.|A man is slicing a potato.|0.44|56.33859130927459|0.5633859130927459|0.12338591309274588
Butter is melting in a pan.|A man is melting butter in a pan.|0.72|61.86725417492107|0.6186725417492107|0.10132745825078926
Three boys are dancing.|Kids are dancing.|0.6222000000000001|69.90395038707715|0.6990395038707714|0.07683950387077132
A woman is playing a game with a man.|A man is playing piano.|0.12|56.54411595687115|0.5654411595687115|0.44544115956871155
The man is driving a white car.|A man is giving an interview.|0.08|32.11002048723054|0.32110020487230545|0.24110020487230543
A man drove his car.|A man is driving a car.|0.85|26.899595212548395|0.26899595212548394|0.581004047874516
A car backs out of a space.|A car is backing out of a blocked lane.|0.6|28.23557917405933|0.2823557917405933|0.3176442082594067
A man puts some cheese on a pizza.|The man sprinkled cheese on the pizza.|1.0|36.420263779521086|0.36420263779521084|0.6357973622047892
The boy is playing the piano.|A boy plays a piano.|1.0|39.1269765274454|0.391269765274454|0.608730234725546
The man played his guitar.|A man is playing a guitar.|0.75|38.96749923796794|0.3896749923796794|0.3603250076203206
A man is riding a horse.|A man is playing a keyboard.|0.04|28.77483841607188|0.2877483841607188|0.2477483841607188
A man is walking on a rope.|A man is riding a mo-pad.|0.08|29.09255267498902|0.2909255267498902|0.21092552674989018
A girl is playing a flute.|A band is playing on a stage.|0.2572|37.04047316815858|0.3704047316815858|0.11320473168158579
People step off a train.|A group of people get off a train.|0.92|45.766224189190815|0.45766224189190813|0.4623377581080919
A woman is sewing on a machine.|A woman is breading some meat.|0.12|33.451612397264576|0.33451612397264574|0.21451612397264574
A dog is looking into swimming pool.|A dog is walking around a pool.|0.4|34.51104989762039|0.3451104989762039|0.05488950102379614
