s1|s2|sts_score|metric_score|normalized_metric_score|delta
A man is riding a mechanical bull.|A man rode a mechanical bull.|0.8|41.11336169005198|0.4111336169005198|0.38886638309948024
The man is playing the guitar.|A man is playing a guitar.|0.9818|30.739407647563212|0.3073940764756321|0.6744059235243679
A woman is dancing and singing with other women.|A woman is dancing and singing in the rain.|0.6|53.7284965911771|0.537284965911771|0.06271503408822898
A man is slicing a bun.|A man is slicing an onion.|0.48|43.47208719449914|0.43472087194499137|0.04527912805500861
A man is pouring oil into a pan.|A man is pouring oil into a skillet.|0.8400000000000001|75.06238537503395|0.7506238537503396|0.0893761462496605
A lion is playing with people.|A lion is playing with two men.|0.6799999999999999|55.780028607687655|0.5578002860768766|0.12219971392312334
A dog rides a skateboard.|A dog is riding a skateboard.|1.0|32.159351091190125|0.32159351091190125|0.6784064890880988
Someone is carving a statue.|A man is carving a statue.|0.75|64.31870218238025|0.6431870218238025|0.1068129781761975
A woman is slicing an onion.|A man is cutting an onion.|0.55|27.77619034011791|0.2777619034011791|0.2722380965988209
A woman peels shrimp.|A woman is peeling shrimp.|1.0|24.73692954409193|0.2473692954409193|0.7526307045590808
A woman is frying fish.|A woman is cooking fish.|0.8|37.99178428257963|0.3799178428257963|0.4200821571742037
A woman is playing an electric guitar.|A woman is playing a guitar.|0.72|41.11336169005198|0.4111336169005198|0.30886638309948017
A baby tiger is playing with a ball.|A baby is playing with a doll.|0.32|36.88939732334405|0.3688939732334405|0.04889397323344047
A person is slicing a tomato.|A person is slicing some meat.|0.35|43.47208719449914|0.43472087194499137|0.0847208719449914
A person cuts an onion.|A person is cutting an onion.|1.0|32.159351091190125|0.32159351091190125|0.6784064890880988
A man is playing the piano.|A woman is playing the violin.|0.2|27.77619034011791|0.2777619034011791|0.07776190340117911
A woman is playing the flute.|A man is playing the guitar.|0.2|27.77619034011791|0.2777619034011791|0.07776190340117911
A man is cutting up a potato.|A man is cutting up carrots.|0.475|54.10822690539397|0.5410822690539397|0.06608226905393977
A kid is playing guitar.|A boy is playing a guitar.|0.76|20.547995616750768|0.2054799561675077|0.5545200438324923
A boy is playing guitar.|A man is playing a guitar.|0.64|20.547995616750768|0.2054799561675077|0.4345200438324923
A man is playing guitar.|A boy is playing a guitar.|0.64|20.547995616750768|0.2054799561675077|0.4345200438324923
A little boy is playing a keyboard.|A boy is playing key board.|0.8800000000000001|23.35689888641001|0.2335689888641001|0.6464310111359
A man is playing a guitar.|A man is playing an electric guitar.|0.75|42.38365628278778|0.42383656282787785|0.32616343717212215
A dog licks a baby.|A dog is licking a baby.|0.95|32.159351091190125|0.32159351091190125|0.6284064890880987
A woman is slicing an onion.|A man is cutting and onion.|0.64|15.619699684601285|0.15619699684601285|0.48380300315398717
A man is playing the guitar.|A man is playing the drums.|0.3112|64.34588841607616|0.6434588841607617|0.3322588841607617
A woman is slicing a pepper.|A woman is cutting a red pepper.|0.7876000000000001|27.890014303843827|0.2789001430384383|0.5086998569615617
A man is playing the drums.|A man plays the drum.|1.0|15.619699684601285|0.15619699684601285|0.8438030031539872
A woman rides a horse.|A woman is riding a horse.|1.0|32.159351091190125|0.32159351091190125|0.6784064890880988
A man is eating a banana by a tree.|A man is eating a banana.|0.8|53.7284965911771|0.537284965911771|0.26271503408822905
A cat is playing a key board.|A man is playing two keyboards.|0.32|13.134549472120788|0.13134549472120788|0.18865450527879213
A man chops down a tree with an axe.|A man cut a tree with an axe.|0.95|58.14307369682194|0.5814307369682195|0.3685692630317805
A kid plays with a toy phone.|A little boy plays with a toy phone.|0.7|62.401954419369176|0.6240195441936918|0.07598045580630819
A man is riding a motorcycle.|A man is riding a horse.|0.2799999999999999|64.34588841607616|0.6434588841607617|0.3634588841607618
A man is riding a motorcycle.|A man is riding a horse.|0.2799999999999999|64.34588841607616|0.6434588841607617|0.3634588841607618
A squirrel is spinning around in circles.|A squirrel runs around in circles.|0.8|41.11336169005198|0.4111336169005198|0.38886638309948024
A man and a woman are kissing.|A man and woman kiss.|1.0|23.35689888641001|0.2335689888641001|0.7664310111358998
A man is getting into a car.|A man is getting into a car in a garage.|0.7666000000000001|59.75579891089114|0.5975579891089113|0.16904201089108872
A man is dancing.|A man is talking.|0.12|42.72870063962342|0.4272870063962342|0.3072870063962342
A man is playing the guitar and singing.|A man is playing the guitar.|0.5833999999999999|61.04735835807847|0.6104735835807847|0.02707358358078482
A person is cutting mushrooms.|A person is cutting mushrooms with a knife.|0.8400000000000001|48.23560797692261|0.48235607976922606|0.357643920230774
A tiger cub is making a sound.|A tiger is walking around.|0.4|13.134549472120788|0.13134549472120788|0.26865450527879214
A person is slicing onions.|A person is peeling an onion.|0.52|27.482545710800192|0.27482545710800194|0.24517454289199808
A man is playing the piano.|A man is playing the trumpet.|0.32|64.34588841607616|0.6434588841607617|0.3234588841607617
A woman is peeling a potato.|A woman is peeling an apple.|0.4|43.47208719449914|0.43472087194499137|0.03472087194499135
A pankda is eating bamboo.|A panda bear is eating some bamboo.|0.8400000000000001|17.39350277271197|0.1739350277271197|0.6660649722728804
A person is peeling an onion.|A person is peeling an eggplant.|0.4|64.34588841607616|0.6434588841607617|0.24345888416076167
A monkey pushes another monkey.|The monkey pushed the other monkey.|0.96|15.207218222740094|0.15207218222740093|0.807927817772599
A squirrel runs around in circles.|A squirrel is moving in circles.|0.8800000000000001|30.739407647563212|0.3073940764756321|0.572605923524368
A man is tying his shoe.|A man ties his shoe.|1.0|30.739407647563212|0.3073940764756321|0.6926059235243679
A boy is singing and playing the piano.|A boy is playing the piano.|0.6|43.16700106852255|0.43167001068522554|0.16832998931477444
A dog is eating water melon.|A dog is eating a piece of watermelon.|0.85|32.66828640925501|0.3266828640925501|0.5233171359074499
A woman is chopping broccoli.|A woman is chopping broccoli with a knife.|0.85|48.23560797692261|0.48235607976922606|0.3676439202307739
A man is peeling a potato.|A man peeled a potatoe.|0.76|15.619699684601285|0.15619699684601285|0.6038030031539872
A woman is playing a guitar.|A man plays a guitar.|0.48|26.269098944241588|0.26269098944241587|0.21730901055758411
A woman is slicing tomato.|A man is slicing onion.|0.32|19.30486975480448|0.1930486975480448|0.1269513024519552
A man swims underwater.|A woman is swimming underwater.|0.4|19.3576934939088|0.193576934939088|0.20642306506091201
A man and woman are talking.|A man and woman is eating.|0.32|43.47208719449914|0.43472087194499137|0.11472087194499136
A small dog is chasing a yoga ball.|A dog is chasing a ball.|0.8|36.88939732334405|0.3688939732334405|0.43110602676655957
The men are playing cricket.|The men are playing basketball.|0.44|53.7284965911771|0.537284965911771|0.097284965911771
A man rides off on a motorcycle.|A man is riding on a motorcycle.|0.8800000000000001|41.11336169005198|0.4111336169005198|0.4688663830994803
A man is playing a guitar.|A man is singing and playing a guitar.|0.72|44.68310718440574|0.4468310718440574|0.27316892815594257
The man talked on the telephone.|The man is talking on the phone.|0.72|17.026116978186884|0.17026116978186884|0.5497388302181312
A man is fishing.|A man is exercising.|0.1|42.72870063962342|0.4272870063962342|0.3272870063962342
A man is levitating.|A man is talking.|0.16|42.72870063962342|0.4272870063962342|0.26728700639623415
Two boys are driving.|Two bays are dancing.|0.12|14.058533129758729|0.1405853312975873|0.0205853312975873
A man is riding on a horse.|A girl is riding a horse.|0.52|27.054113452696992|0.27054113452696993|0.2494588654730301
A man is riding a bicycle.|A monkey is riding a bike.|0.4|27.77619034011791|0.2777619034011791|0.1222380965988209
A man is slicing potatoes.|A woman is peeling potato.|0.44|10.682175159905851|0.10682175159905852|0.33317824840094146
A woman is peeling a potato.|A man is slicing potato.|0.48|15.619699684601285|0.15619699684601285|0.32380300315398713
A man is playing a guitar.|Someoen is playing guitar.|0.72|18.5750579991336|0.18575057999133598|0.534249420008664
A woman is slicing a leek.|A woman is slicing ginger.|0.44|43.47208719449914|0.43472087194499137|0.005279128055008631
The man cut a paper plate.|A man is cutting a paper plate.|0.96|37.68499164492418|0.3768499164492418|0.5831500835507581
The man is playing the guitar.|A man is playing the flute.|0.3286|43.47208719449914|0.43472087194499137|0.10612087194499137
A man is playing the piano.|The man is playing the violin.|0.35|43.47208719449914|0.43472087194499137|0.0847208719449914
A woman is slicing up some meat.|A woman is breading some meat.|0.45|34.57207846419412|0.3457207846419412|0.10427921535805879
A man is playing on his keyboard.|A man is playing a keyboard piano.|0.8|38.26029416278445|0.3826029416278445|0.41739705837215557
The lady chopped up the green onions.|The lady cut up a green onion.|0.96|13.888095170058955|0.13888095170058956|0.8211190482994104
Someone is sitring noodles in water.|A woman is boiling noodles in water.|0.64|37.68499164492418|0.3768499164492418|0.2631500835507582
Lionel Richie is dancing on the ceiling.|Lionel Ritchie dances while standing on the ceiling.|0.8|32.260135189272866|0.32260135189272865|0.4773986481072714
A man is playing a piano.|A person is playing the piano.|0.8800000000000001|19.64073254502566|0.1964073254502566|0.6835926745497435
A woman is playing flute.|A woman plays on a flute.|0.92|19.43309443637608|0.1943309443637608|0.7256690556362393
A boy is checking a calender.|A boy is looking at a calendar.|0.76|24.0785655451027|0.24078565545102698|0.519214344548973
A woman is cutting an onion.|A woman is chopping onions.|0.96|26.269098944241588|0.26269098944241587|0.6973090105575841
A man is playing guitar.|A man plays a guitar.|0.9714|22.957488466614336|0.22957488466614337|0.7418251153338566
A woman is using a sewing machine.|A woman is sewing on a machine.|1.0|28.117066259517458|0.2811706625951746|0.7188293374048254
A woman is flipping pancakes.|A cartoon chef is flipping pancakes.|0.5065999999999999|45.48019047027906|0.45480190470279064|0.0517980952972093
A man is running on the road.|A car is driving down the road.|0.2|23.35689888641001|0.2335689888641001|0.03356898886410009
A man is riding on a horse.|A man is talking on a phone.|0.2|27.054113452696992|0.27054113452696993|0.07054113452696992
A man is riding a bike.|A man is riding on a horse.|0.4|39.44243648327556|0.39442436483275556|0.005575635167244464
A woman is dancing.|A man is eating.|0.0285999999999999|14.058533129758729|0.1405853312975873|0.11198533129758739
A man is playing a piano.|A man is playing a flute.|0.4|64.34588841607616|0.6434588841607617|0.24345888416076167
A man is playing a flute.|A man is playing a piano.|0.32|64.34588841607616|0.6434588841607617|0.3234588841607617
A man is spinning.|A man is dancing.|0.32|42.72870063962342|0.4272870063962342|0.10728700639623417
A monkey is swinging from limb to limb.|A monkey is swinging from tree to tree.|0.6799999999999999|48.54917717073236|0.48549177170732355|0.1945082282926764
The people got off the train.|The people got off the train at the station.|0.8|54.77927682341229|0.5477927682341229|0.2522072317658771
A dog is jumping on a trampoline.|A dog bounces on a trampoline.|0.96|41.11336169005198|0.4111336169005198|0.5488663830994802
A boy is playing an instrument.|A man is playing a trumpet.|0.5|15.619699684601285|0.15619699684601285|0.34380300315398715
A woman plays the guitar.|A man sings and plays the guitar.|0.35|38.49815007763549|0.38498150077635496|0.03498150077635498
A woman is picking a can.|A woman is slicing a tomato.|0.2|27.77619034011791|0.2777619034011791|0.07776190340117911
A man is climbing a rope.|A man climbs up a rope.|1.0|30.739407647563212|0.3073940764756321|0.6926059235243679
A man is lifting a car.|A man is climbing a wall.|0.2799999999999999|27.77619034011791|0.2777619034011791|0.0022380965988207935
A man and woman are driving down the street in a jeep.|A man and woman are driving down the road in an open air vehicle.|0.8|50.71202666576929|0.5071202666576928|0.2928797333423072
The shirtless man sat in a chair.|A shirtless man is sitting on a chair.|0.76|22.81136035432961|0.22811360354329613|0.5318863964567039
Two women are wrestling.|Two women are wrestling on the floor.|0.8|38.80684294761701|0.38806842947617004|0.41193157052383
The puppy played with a blue tennis ball.|A puppy is playing with a tennis ball.|0.8|23.35689888641001|0.2335689888641001|0.5664310111358999
A kangroo is eating something.|A kangaroo is eating.|0.96|19.30486975480448|0.1930486975480448|0.7669513024519552
A cat is playing a piano.|A man is playing a guitar.|0.12|27.77619034011791|0.2777619034011791|0.15776190340117913
The man cut some carpet with a knife.|A man is cutting carpet with a knife.|0.95|46.71379777282|0.46713797772820004|0.4828620222717999
A woman is riding a motorized scooter down a road.|A man is riding a motor scooter.|0.44|16.59038701421971|0.16590387014219712|0.27409612985780285
someone is slicing a vegetable.|Someone is slicing a tomato.|0.6|32.46679154750991|0.32466791547509904|0.27533208452490093
A woman is dancing.|A man is talking.|0.0|14.058533129758729|0.1405853312975873|0.1405853312975873
A dog licks up a baby's drool.|A dog licks a baby.|0.44|23.35689888641001|0.2335689888641001|0.2064310111358999
A man is rowing a boat.|A man is slicing a tomato.|0.08|27.77619034011791|0.2777619034011791|0.1977619034011791
A man cuts up potatos.|A man slices potatoes.|0.96|17.965205598154213|0.17965205598154213|0.7803479440184579
A woman is chopping up garlic.|The woman is dicing garlic.|0.96|18.5750579991336|0.18575057999133598|0.774249420008664
An animal run in circles.|A squirrel runs in circles.|0.76|30.21375397356768|0.3021375397356768|0.4578624602643232
A man is walking slowly across a rope bridge.|A boy is walking across a bridge.|0.6|15.106876986783844|0.15106876986783843|0.4489312301321615
A man is playing the guitar.|A man seated in a room is playing the guitar.|0.8|39.931601353061886|0.39931601353061885|0.4006839864693812
A man plays the flute.|A man is playing a flute.|1.0|19.43309443637608|0.1943309443637608|0.8056690556362391
A woman cracks two eggs into a glass bowl.|A woman is cracking an egg into a bowl.|0.76|14.535768424205482|0.14535768424205484|0.6146423157579451
A man is cutting a fish.|A man guts a fish.|0.6|30.739407647563212|0.3073940764756321|0.2926059235243679
Two men are packing suitcases into the trunk of a car.|The men are putting suitcases into the car's trunk.|0.8800000000000001|17.242221289766636|0.17242221289766635|0.7075777871023338
A man pours oil on some tomatos.|The man poured oil on the cut tomatoes.|0.76|11.59119922599073|0.1159119922599073|0.6440880077400927
A man is slicing something.|A man is slicing a bun.|0.6|45.48019047027906|0.45480190470279064|0.14519809529720934
A man is paddling a canoe.|A man is playing a harp.|0.1334|27.77619034011791|0.2777619034011791|0.14436190340117913
A man and woman are walking together through the woods.|A man and woman are walking arm in arm through a wooded area.|0.8|37.773311868264216|0.37773311868264214|0.4222668813173579
The woman picked up the kangaroo.|A woman picks up a baby kangaroo.|0.75|13.540372457315735|0.13540372457315736|0.6145962754268426
Fish are swimming.|A fish is swimming.|0.8266|24.880469496253564|0.24880469496253566|0.5777953050374643
Two women mix something in a food processor.|Two women make something in a blender.|0.8|23.35689888641001|0.2335689888641001|0.5664310111358999
A person is surfing a large wave.|A person is surfing.|0.72|36.55552228545123|0.3655552228545123|0.35444477714548767
A man is playing a guitar.|A man is stabbing a target.|0.24|27.77619034011791|0.2777619034011791|0.03776190340117913
A man is playing a flute in a band.|A man is playing a guitar.|0.32|41.11336169005198|0.4111336169005198|0.0911336169005198
The man spread butter on the loaf of bread.|A man is spreading butter onto bread.|0.8|9.980099403873664|0.09980099403873664|0.7001990059612634
A person is boiling noodles.|A woman is boiling noodles in water.|0.8|24.598127518343304|0.24598127518343305|0.554018724816567
A group of people dance on a hill.|A group of people are dancing.|0.64|31.55984539112946|0.3155984539112946|0.3244015460887054
A man is dancing outside.|A man is playing flute.|0.2|32.46679154750991|0.32466791547509904|0.12466791547509903
A woman is feeding a man.|A woman is mixing meat.|0.2|26.269098944241588|0.26269098944241587|0.06269098944241586
A man is putting a pan into an oven.|A woman is cutting an onion.|0.12|5.934202609760488|0.05934202609760488|0.060657973902395114
A woman is sitting at a desk.|A woman is riding a donkey.|0.08|23.35689888641001|0.2335689888641001|0.1535689888641001
Medics transport a patient on a stretcher.|A doctor rushes a patient on a stretcher.|0.6799999999999999|60.04287712485591|0.6004287712485591|0.07957122875144085
A woman is playing a flute on stage.|The woman is playing the flute.|0.72|20.164945583740657|0.20164945583740657|0.5183505441625934
Two baby pandas are playing.|Two pandas are laying together.|0.6|19.30486975480448|0.1930486975480448|0.4069513024519552
A baby is laughing.|A baby is laughing and giggling.|0.8|47.39878501170795|0.4739878501170795|0.32601214988292054
A man is playing a guitar.|A boy is playing a piano.|0.24|27.77619034011791|0.2777619034011791|0.03776190340117913
A man is folding paper.|A woman is slicing a pepper.|0.12|9.042266054940775|0.09042266054940776|0.029577339450592238
Three women are dancing.|The man is dancing.|0.32|21.3643503198117|0.21364350319811698|0.10635649680188303
The cats are playing with each other.|Two cats are fighting each other.|0.52|25.84865769785853|0.2584865769785853|0.2615134230214147
A person is writing.|A person is writing with a pencil.|0.72|38.80684294761701|0.38806842947617004|0.33193157052382993
A man is running.|A man is running down a road.|0.7|38.80684294761701|0.38806842947617004|0.3119315705238299
The woman is rolling dough.|A woman is flouring and rolling dough.|0.753|27.22230298303347|0.2722230298303347|0.4807769701696653
A woman is adding spices on a meat.|Woman is adding sugar to meat.|0.55|13.485111859503691|0.1348511185950369|0.41514888140496314
A woman is adding oil on fishes.|A woman is pouring water on fish.|0.45|23.35689888641001|0.2335689888641001|0.2164310111358999
A young boy is holding a guitar.|A little boy is playing a guitar.|0.55|27.054113452696992|0.27054113452696993|0.2794588654730301
A cheetah is running.|A cheetah is running across a field.|0.76|38.80684294761701|0.38806842947617004|0.37193157052382997
The man is eating pizza.|A man is eating a slice of pizza.|0.96|23.04318198457308|0.2304318198457308|0.7295681801542692
An orangutan is riding a bus.|A monkey is riding on a bus.|0.72|26.647313141084275|0.2664731314108428|0.4535268685891572
A man and a woman talk in a diner.|A man and a woman are riding on a bicycle.|0.24|38.66252716278829|0.38662527162788285|0.14662527162788286
A man is playing a guitar.|A man is cleaning a glass door.|0.08|24.0785655451027|0.24078565545102698|0.16078565545102697
A girl is singing and playing a guitar.|A young man is singing while playing the guitar.|0.48|13.354339892249618|0.13354339892249617|0.3464566010775038
A girl is communicating with sign language.|A young girl is using sign language.|0.7882|27.054113452696992|0.27054113452696993|0.5176588654730301
A woman is doing weight exercises.|A woman is doing her hair.|0.1|43.47208719449914|0.43472087194499137|0.33472087194499134
A man is getting inside a car.|An elderly man is getting into a red car.|0.75|21.069764742263047|0.21069764742263047|0.5393023525773695
A big green ball knocks a potato over.|A large green ball hits a potato.|0.8|14.923729480049117|0.14923729480049117|0.6507627051995089
A cat is playing keyboards.|A cat is playing a piano.|0.6|45.48019047027906|0.45480190470279064|0.14519809529720934
Two dogs swim in a pool.|Dogs are swimming in a pool.|0.8400000000000001|41.11336169005198|0.4111336169005198|0.4288663830994803
The man used a chopper to chop the onion.|The man used a machine to chop up a potatoe.|0.4|29.377167835760567|0.29377167835760565|0.10622832164239437
A woman slices tofu.|A woman is cutting tofu.|1.0|24.73692954409193|0.2473692954409193|0.7526307045590808
A herd of deer are crossing the street.|A herd of caribou are crossing a road.|0.6|23.35689888641001|0.2335689888641001|0.3664310111358999
The person is riding the horse.|A man is riding a horse.|0.76|18.5750579991336|0.18575057999133598|0.5742494200086641
Someone is feeding a animal.|Someone is playing a piano.|0.0|19.30486975480448|0.1930486975480448|0.1930486975480448
Someone is slicing tortila's.|Someone is riding a horse.|0.0|19.3576934939088|0.193576934939088|0.193576934939088
Someone is mixing ingrediants.|Someone is sewing things.|0.05|23.643540225079384|0.23643540225079385|0.18643540225079386
A rooster pecks at a dead mouse.|A chicken is pecking at a dead mouse.|0.8|47.750342648354646|0.4775034264835465|0.32249657351645356
A woman holds a kangaroo.|A woman is picking up a kangaroo.|0.65|27.22230298303347|0.2722230298303347|0.3777769701696653
A man is playing with frogs|A cat is playing with a camera.|0.15|23.263472697663296|0.23263472697663296|0.08263472697663296
Two men are talking.|Two men are playing guitar.|0.3|34.98330125272253|0.3498330125272253|0.04983301252722533
A man spreads butter on a big piece of bread.|A man is smearing butter on a slice of garlic bread.|0.7|19.358307479298794|0.19358307479298795|0.506416925207012
A man is running across a high wire.|A man is running on rope.|0.6|31.55984539112946|0.3155984539112946|0.2844015460887054
A man is mowing a lawn.|A woman is cutting a lemon.|0.04|9.2875289995668|0.09287528999566799|0.05287528999566799
A man is opening a door.|A man is playing a guitar.|0.16|27.77619034011791|0.2777619034011791|0.11776190340117912
A man is slicing a potato into pieces.|A man is cutting a potato.|0.8400000000000001|23.35689888641001|0.2335689888641001|0.6064310111358999
The woman is cutting cooked octopus.|A woman is chopping octopus.|0.76|18.5750579991336|0.18575057999133598|0.5742494200086641
A man is punching through boards.|A dog is running through water.|0.08|9.2875289995668|0.09287528999566799|0.01287528999566799
A man is dancing.|A man is eating bread.|0.16|34.98330125272253|0.3498330125272253|0.18983301252722531
Someone is playing a piano.|A man is playing a guitar.|0.24|27.482545710800192|0.27482545710800194|0.034825457108001945
Two foxes are eating from a plate on a brick patio.|Foxes are eating from a plate.|0.5599999999999999|33.18077402843942|0.33180774028439425|0.2281922597156057
A boy is playing a key-board.|A boy is playing the piano.|0.64|43.47208719449914|0.43472087194499137|0.20527912805500864
A person plays a keyboard.|Someone is playing a keyboard.|1.0|30.21375397356768|0.3021375397356768|0.6978624602643232
A man is shooting a gun.|A man is spitting.|0.0|26.269098944241588|0.26269098944241587|0.26269098944241587
Someone is slicing an onion.|Someoen is peeling a potato.|0.2|9.652434877402245|0.09652434877402244|0.10347565122597757
A man is swimming.|A woman is slicing meat.|0.0|11.51015341649912|0.1151015341649912|0.1151015341649912
A man is playing the guitar.|A man plays an acoustic guitar.|0.75|18.5750579991336|0.18575057999133598|0.5642494200086641
A woman is slicing a pumpkin.|A woman is riding an elephant.|0.08|26.269098944241588|0.26269098944241587|0.18269098944241585
A woman is dancing.|A woman is kneading dough.|0.08|34.98330125272253|0.3498330125272253|0.2698330125272253
A woman is cracking eggs into a bowl.|A woman is placing skewers onto a rack.|0.12|20.164945583740657|0.20164945583740657|0.08164945583740657
A car is moving through a road.|A car is driving down the road.|0.8|25.84865769785853|0.2584865769785853|0.5415134230214147
Someone is greasing a pan.|Smeone is laying down.|0.08|9.652434877402245|0.09652434877402244|0.016524348774022438
A man is playing guitar.|A man is draining pasta.|0.08|32.46679154750991|0.32466791547509904|0.24466791547509903
A woman is drinking vodka.|A woman is exercising.|0.08|32.46679154750991|0.32466791547509904|0.24466791547509903
A woman is cutting meat into pieces.|A woman is cutting up some meat.|0.96|38.26029416278445|0.3826029416278445|0.5773970583721555
A man is rinsing a steak.|A man is playing a guitar.|0.12|27.77619034011791|0.2777619034011791|0.15776190340117913
A man is selling items.|A man is cleaning the house.|0.16|27.482545710800192|0.27482545710800194|0.11482545710800193
A man is jumping a wall.|A man jumps onto a short wall.|0.64|17.026116978186884|0.17026116978186884|0.4697388302181312
Runners race around a track.|Runners compete in a race.|0.64|11.478744233307168|0.11478744233307168|0.5252125576669283
A man is kicking a soccer ball.|A man is mixing a bowl.|0.12|23.35689888641001|0.2335689888641001|0.1135689888641001
A woman is frying something.|A woman is riding a horse.|0.12|27.482545710800192|0.27482545710800194|0.15482545710800194
A cat is licking a sucker.|A woman is slicing cucumber.|0.0|8.643019616048525|0.08643019616048525|0.08643019616048525
A woman is dancing by a fire.|A woman is taking a bath.|0.2799999999999999|23.35689888641001|0.2335689888641001|0.04643101113589981
The man is slicing a fish open.|A man is slicing a potato.|0.44|36.55552228545123|0.3655552228545123|0.0744447771454877
Butter is melting in a pan.|A man is melting butter in a pan.|0.72|36.74145494215666|0.3674145494215666|0.3525854505784334
Three boys are dancing.|Kids are dancing.|0.6222000000000001|39.76353643835252|0.39763536438352515|0.22456463561647494
A woman is playing a game with a man.|A man is playing piano.|0.12|10.552670315936318|0.10552670315936317|0.01447329684063682
The man is driving a white car.|A man is giving an interview.|0.08|12.22307556087252|0.12223075560872519|0.04223075560872519
A man drove his car.|A man is driving a car.|0.85|19.43309443637608|0.1943309443637608|0.6556690556362392
A car backs out of a space.|A car is backing out of a blocked lane.|0.6|21.069764742263047|0.21069764742263047|0.3893023525773695
A man puts some cheese on a pizza.|The man sprinkled cheese on the pizza.|1.0|14.25876976452075|0.1425876976452075|0.8574123023547925
The boy is playing the piano.|A boy plays a piano.|1.0|14.535768424205482|0.14535768424205484|0.8546423157579451
The man played his guitar.|A man is playing a guitar.|0.75|15.207218222740094|0.15207218222740093|0.5979278177725991
A man is riding a horse.|A man is playing a keyboard.|0.04|27.77619034011791|0.2777619034011791|0.23776190340117911
A man is walking on a rope.|A man is riding a mo-pad.|0.08|23.35689888641001|0.2335689888641001|0.1535689888641001
A girl is playing a flute.|A band is playing on a stage.|0.2572|14.31720073264775|0.1431720073264775|0.11402799267352248
People step off a train.|A group of people get off a train.|0.92|30.8198090959812|0.308198090959812|0.611801909040188
A woman is sewing on a machine.|A woman is breading some meat.|0.12|22.08959113415788|0.22089591134157882|0.10089591134157883
A dog is looking into swimming pool.|A dog is walking around a pool.|0.4|25.84865769785853|0.2584865769785853|0.14151342302141473
