s1|s2|sts_score|metric_score|normalized_metric_score|delta
A man is playing a guitar.|A girl is playing a guitar.|0.5599999999999999|0.8642939925193787|0.008642939925193787|0.5513570600748061
A panda is sliding down a slide.|A panda slides down a slide.|0.92|0.8979501128196716|0.008979501128196716|0.9110204988718034
A woman is eating something.|A woman is eating meat.|0.6|0.7745572924613953|0.007745572924613952|0.592254427075386
A woman peels a potato.|A woman is peeling a potato.|1.0|0.8621016144752502|0.008621016144752502|0.9913789838552475
The boy fell off his bike.|A boy falls off his bike.|0.96|0.9015007019042968|0.009015007019042967|0.950984992980957
The woman is playing the flute.|A woman is playing a flute.|1.0|0.8702910542488098|0.008702910542488097|0.9912970894575119
A rabbit is running from an eagle.|A hare is running from a eagle.|0.8400000000000001|0.8276450037956238|0.008276450037956238|0.8317235499620439
The woman is frying a breaded pork chop.|A woman is cooking a breaded pork chop.|0.8400000000000001|0.8245629668235779|0.008245629668235778|0.8317543703317642
A girl is flying a kite.|A girl running is flying a kite.|0.8|0.8179477453231812|0.00817947745323181|0.7918205225467683
A man is riding a mechanical bull.|A man rode a mechanical bull.|0.8|0.8351193070411682|0.008351193070411682|0.7916488069295884
The man is playing the guitar.|A man is playing a guitar.|0.9818|0.8713969588279724|0.008713969588279724|0.9730860304117203
A woman is dancing and singing with other women.|A woman is dancing and singing in the rain.|0.6|0.7571035027503967|0.007571035027503967|0.592428964972496
A man is slicing a bun.|A man is slicing an onion.|0.48|0.7815109491348267|0.007815109491348267|0.4721848905086517
A man is pouring oil into a pan.|A man is pouring oil into a skillet.|0.8400000000000001|0.8811386227607727|0.008811386227607727|0.8311886137723924
A lion is playing with people.|A lion is playing with two men.|0.6799999999999999|0.8704493641853333|0.008704493641853333|0.6712955063581466
A dog rides a skateboard.|A dog is riding a skateboard.|1.0|0.9047608971595764|0.009047608971595764|0.9909523910284043
Someone is carving a statue.|A man is carving a statue.|0.75|0.82454913854599|0.0082454913854599|0.7417545086145401
A woman is slicing an onion.|A man is cutting an onion.|0.55|0.8210954070091248|0.008210954070091248|0.5417890459299088
A woman peels shrimp.|A woman is peeling shrimp.|1.0|0.8405234813690186|0.008405234813690186|0.9915947651863098
A woman is frying fish.|A woman is cooking fish.|0.8|0.8664669990539551|0.008664669990539551|0.7913353300094605
A woman is playing an electric guitar.|A woman is playing a guitar.|0.72|0.9091425538063048|0.009091425538063047|0.7109085744619369
A baby tiger is playing with a ball.|A baby is playing with a doll.|0.32|0.7655922770500183|0.0076559227705001835|0.3123440772294998
A person is slicing a tomato.|A person is slicing some meat.|0.35|0.8046985864639282|0.008046985864639282|0.3419530141353607
A person cuts an onion.|A person is cutting an onion.|1.0|0.8523056507110596|0.008523056507110596|0.9914769434928894
A man is playing the piano.|A woman is playing the violin.|0.2|0.7931677103042603|0.007931677103042602|0.1920683228969574
A woman is playing the flute.|A man is playing the guitar.|0.2|0.7909942269325256|0.007909942269325256|0.19209005773067475
A man is cutting up a potato.|A man is cutting up carrots.|0.475|0.8627986907958984|0.008627986907958985|0.466372013092041
A kid is playing guitar.|A boy is playing a guitar.|0.76|0.8620862364768982|0.008620862364768982|0.751379137635231
A boy is playing guitar.|A man is playing a guitar.|0.64|0.9126899242401124|0.009126899242401124|0.6308731007575988
A man is playing guitar.|A boy is playing a guitar.|0.64|0.8979164958000183|0.008979164958000184|0.6310208350419998
A little boy is playing a keyboard.|A boy is playing key board.|0.8800000000000001|0.8241891264915466|0.008241891264915466|0.8717581087350846
A man is playing a guitar.|A man is playing an electric guitar.|0.75|0.909073770046234|0.00909073770046234|0.7409092622995377
A dog licks a baby.|A dog is licking a baby.|0.95|0.9228737950325012|0.009228737950325012|0.940771262049675
A woman is slicing an onion.|A man is cutting and onion.|0.64|0.7478434443473816|0.007478434443473816|0.6325215655565262
A man is playing the guitar.|A man is playing the drums.|0.3112|0.8616451025009155|0.008616451025009155|0.30258354897499085
A woman is slicing a pepper.|A woman is cutting a red pepper.|0.7876000000000001|0.8379305601119995|0.008379305601119996|0.7792206943988801
A man is playing the drums.|A man plays the drum.|1.0|0.9075539708137512|0.009075539708137513|0.9909244602918625
A woman rides a horse.|A woman is riding a horse.|1.0|0.8675179481506348|0.008675179481506347|0.9913248205184937
A man is eating a banana by a tree.|A man is eating a banana.|0.8|0.853851854801178|0.00853851854801178|0.7914614814519882
A cat is playing a key board.|A man is playing two keyboards.|0.32|0.5805134177207947|0.005805134177207947|0.31419486582279205
A man chops down a tree with an axe.|A man cut a tree with an axe.|0.95|0.8874761462211609|0.00887476146221161|0.9411252385377884
A kid plays with a toy phone.|A little boy plays with a toy phone.|0.7|0.9004047513008118|0.009004047513008118|0.6909959524869919
A man is riding a motorcycle.|A man is riding a horse.|0.2799999999999999|0.801280677318573|0.00801280677318573|0.2719871932268142
A man is riding a motorcycle.|A man is riding a horse.|0.2799999999999999|0.801280677318573|0.00801280677318573|0.2719871932268142
A squirrel is spinning around in circles.|A squirrel runs around in circles.|0.8|0.8725942969322205|0.008725942969322205|0.7912740570306779
A man and a woman are kissing.|A man and woman kiss.|1.0|0.805152952671051|0.00805152952671051|0.9919484704732895
A man is getting into a car.|A man is getting into a car in a garage.|0.7666000000000001|0.8494292497634888|0.008494292497634887|0.7581057075023652
A man is dancing.|A man is talking.|0.12|0.6794191598892212|0.006794191598892212|0.11320580840110778
A man is playing the guitar and singing.|A man is playing the guitar.|0.5833999999999999|0.8504485487937927|0.008504485487937927|0.574895514512062
A person is cutting mushrooms.|A person is cutting mushrooms with a knife.|0.8400000000000001|0.8220404982566833|0.008220404982566834|0.8317795950174333
A tiger cub is making a sound.|A tiger is walking around.|0.4|0.6360419392585754|0.006360419392585755|0.3936395806074143
A person is slicing onions.|A person is peeling an onion.|0.52|0.8122736811637878|0.008122736811637879|0.5118772631883621
A man is playing the piano.|A man is playing the trumpet.|0.32|0.8625686764717102|0.008625686764717103|0.3113743132352829
A woman is peeling a potato.|A woman is peeling an apple.|0.4|0.8493953347206116|0.008493953347206117|0.3915060466527939
A pankda is eating bamboo.|A panda bear is eating some bamboo.|0.8400000000000001|0.6826467514038086|0.006826467514038086|0.833173532485962
A person is peeling an onion.|A person is peeling an eggplant.|0.4|0.7878971099853516|0.007878971099853516|0.3921210289001465
A monkey pushes another monkey.|The monkey pushed the other monkey.|0.96|0.7749144434928894|0.0077491444349288945|0.952250855565071
A squirrel runs around in circles.|A squirrel is moving in circles.|0.8800000000000001|0.8667083382606506|0.008667083382606506|0.8713329166173936
A man is tying his shoe.|A man ties his shoe.|1.0|0.8599013090133667|0.008599013090133667|0.9914009869098663
A boy is singing and playing the piano.|A boy is playing the piano.|0.6|0.8786707520484924|0.008786707520484924|0.591213292479515
A dog is eating water melon.|A dog is eating a piece of watermelon.|0.85|0.8155465722084045|0.008155465722084046|0.841844534277916
A woman is chopping broccoli.|A woman is chopping broccoli with a knife.|0.85|0.7911778092384338|0.007911778092384338|0.8420882219076157
A man is peeling a potato.|A man peeled a potatoe.|0.76|0.7785778045654297|0.0077857780456542965|0.7522142219543457
A woman is playing a guitar.|A man plays a guitar.|0.48|0.8589009046554565|0.008589009046554566|0.4714109909534454
A woman is slicing tomato.|A man is slicing onion.|0.32|0.8344623446464539|0.008344623446464538|0.3116553765535355
A man swims underwater.|A woman is swimming underwater.|0.4|0.8326967358589172|0.008326967358589172|0.39167303264141085
A man and woman are talking.|A man and woman is eating.|0.32|0.7543589472770691|0.0075435894727706905|0.31245641052722933
A small dog is chasing a yoga ball.|A dog is chasing a ball.|0.8|0.8492904305458069|0.00849290430545807|0.791507095694542
The men are playing cricket.|The men are playing basketball.|0.44|0.8045523762702942|0.008045523762702941|0.43195447623729705
A man rides off on a motorcycle.|A man is riding on a motorcycle.|0.8800000000000001|0.8103786706924438|0.008103786706924439|0.8718962132930757
A man is playing a guitar.|A man is singing and playing a guitar.|0.72|0.8453100323677063|0.008453100323677062|0.7115468996763229
The man talked on the telephone.|The man is talking on the phone.|0.72|0.8898302316665649|0.008898302316665649|0.7111016976833343
A man is fishing.|A man is exercising.|0.1|0.6150635480880737|0.006150635480880737|0.09384936451911927
A man is levitating.|A man is talking.|0.16|0.6181182265281677|0.006181182265281677|0.15381881773471834
Two boys are driving.|Two bays are dancing.|0.12|0.5624449849128723|0.005624449849128723|0.11437555015087127
A man is riding on a horse.|A girl is riding a horse.|0.52|0.8035973310470581|0.008035973310470582|0.5119640266895295
A man is riding a bicycle.|A monkey is riding a bike.|0.4|0.7170057892799377|0.0071700578927993775|0.3928299421072006
A man is slicing potatoes.|A woman is peeling potato.|0.44|0.7609443068504333|0.007609443068504334|0.4323905569314957
A woman is peeling a potato.|A man is slicing potato.|0.48|0.8154380321502686|0.008154380321502685|0.4718456196784973
A man is playing a guitar.|Someoen is playing guitar.|0.72|0.831769585609436|0.00831769585609436|0.7116823041439057
A woman is slicing a leek.|A woman is slicing ginger.|0.44|0.6807246804237366|0.006807246804237365|0.4331927531957626
The man cut a paper plate.|A man is cutting a paper plate.|0.96|0.7662980556488037|0.007662980556488037|0.9523370194435119
The man is playing the guitar.|A man is playing the flute.|0.3286|0.8145991563796997|0.008145991563796997|0.32045400843620303
A man is playing the piano.|The man is playing the violin.|0.35|0.8368486762046814|0.008368486762046814|0.34163151323795315
A woman is slicing up some meat.|A woman is breading some meat.|0.45|0.732470691204071|0.007324706912040711|0.4426752930879593
A man is playing on his keyboard.|A man is playing a keyboard piano.|0.8|0.8426176309585571|0.008426176309585571|0.7915738236904145
The lady chopped up the green onions.|The lady cut up a green onion.|0.96|0.8564357161521912|0.008564357161521912|0.951435642838478
Someone is sitring noodles in water.|A woman is boiling noodles in water.|0.64|0.5629814863204956|0.005629814863204956|0.6343701851367951
Lionel Richie is dancing on the ceiling.|Lionel Ritchie dances while standing on the ceiling.|0.8|0.7538896203041077|0.007538896203041077|0.792461103796959
A man is playing a piano.|A person is playing the piano.|0.8800000000000001|0.8812870383262634|0.008812870383262634|0.8711871296167375
A woman is playing flute.|A woman plays on a flute.|0.92|0.8868238925933838|0.008868238925933837|0.9111317610740662
A boy is checking a calender.|A boy is looking at a calendar.|0.76|0.8795948624610901|0.0087959486246109|0.7512040513753891
A woman is cutting an onion.|A woman is chopping onions.|0.96|0.8260487914085388|0.008260487914085388|0.9517395120859146
A man is playing guitar.|A man plays a guitar.|0.9714|0.9162286520004272|0.009162286520004273|0.9622377134799958
A woman is using a sewing machine.|A woman is sewing on a machine.|1.0|0.9005852937698364|0.009005852937698365|0.9909941470623016
A woman is flipping pancakes.|A cartoon chef is flipping pancakes.|0.5065999999999999|0.7764033079147339|0.007764033079147339|0.4988359669208526
A man is running on the road.|A car is driving down the road.|0.2|0.6773834824562073|0.0067738348245620725|0.19322616517543795
A man is riding on a horse.|A man is talking on a phone.|0.2|0.5150588154792786|0.005150588154792786|0.19484941184520724
A man is riding a bike.|A man is riding on a horse.|0.4|0.8147246241569519|0.008147246241569518|0.3918527537584305
A woman is dancing.|A man is eating.|0.0285999999999999|0.6276277303695679|0.006276277303695679|0.02232372269630422
A man is playing a piano.|A man is playing a flute.|0.4|0.880789041519165|0.00880789041519165|0.3911921095848084
A man is playing a flute.|A man is playing a piano.|0.32|0.8759710192680359|0.008759710192680358|0.31124028980731966
A man is spinning.|A man is dancing.|0.32|0.6094509363174438|0.006094509363174438|0.31390549063682555
A monkey is swinging from limb to limb.|A monkey is swinging from tree to tree.|0.6799999999999999|0.61973637342453|0.0061973637342453|0.6738026362657547
The people got off the train.|The people got off the train at the station.|0.8|0.8715070486068726|0.008715070486068725|0.7912849295139314
A dog is jumping on a trampoline.|A dog bounces on a trampoline.|0.96|0.8631359934806824|0.008631359934806824|0.9513686400651932
A boy is playing an instrument.|A man is playing a trumpet.|0.5|0.8211395144462585|0.008211395144462586|0.49178860485553744
A woman plays the guitar.|A man sings and plays the guitar.|0.35|0.7875716686248779|0.00787571668624878|0.3421242833137512
A woman is picking a can.|A woman is slicing a tomato.|0.2|0.6254264116287231|0.006254264116287231|0.19374573588371277
A man is climbing a rope.|A man climbs up a rope.|1.0|0.8887917995452881|0.00888791799545288|0.9911120820045471
A man is lifting a car.|A man is climbing a wall.|0.2799999999999999|0.7004753947257996|0.007004753947257996|0.27299524605274195
A man and woman are driving down the street in a jeep.|A man and woman are driving down the road in an open air vehicle.|0.8|0.7094783186912537|0.007094783186912537|0.7929052168130875
The shirtless man sat in a chair.|A shirtless man is sitting on a chair.|0.76|0.8486444354057312|0.008486444354057312|0.7515135556459427
Two women are wrestling.|Two women are wrestling on the floor.|0.8|0.8461809754371643|0.008461809754371642|0.7915381902456284
The puppy played with a blue tennis ball.|A puppy is playing with a tennis ball.|0.8|0.8191004991531372|0.008191004991531373|0.7918089950084687
A kangroo is eating something.|A kangaroo is eating.|0.96|0.7557922005653381|0.007557922005653381|0.9524420779943465
A cat is playing a piano.|A man is playing a guitar.|0.12|0.6893188953399658|0.0068931889533996584|0.11310681104660034
The man cut some carpet with a knife.|A man is cutting carpet with a knife.|0.95|0.7671619057655334|0.007671619057655335|0.9423283809423446
A woman is riding a motorized scooter down a road.|A man is riding a motor scooter.|0.44|0.8086653351783752|0.008086653351783752|0.43191334664821623
someone is slicing a vegetable.|Someone is slicing a tomato.|0.6|0.8037647008895874|0.008037647008895874|0.5919623529911041
A woman is dancing.|A man is talking.|0.0|0.6333155632019043|0.006333155632019043|0.006333155632019043
A dog licks up a baby's drool.|A dog licks a baby.|0.44|0.7862473726272583|0.007862473726272584|0.4321375262737274
A man is rowing a boat.|A man is slicing a tomato.|0.08|0.5529197454452515|0.005529197454452514|0.07447080254554748
A man cuts up potatos.|A man slices potatoes.|0.96|0.5970103740692139|0.005970103740692139|0.9540298962593078
A woman is chopping up garlic.|The woman is dicing garlic.|0.96|0.7709372639656067|0.007709372639656067|0.9522906273603439
An animal run in circles.|A squirrel runs in circles.|0.76|0.6770988702774048|0.006770988702774048|0.753229011297226
A man is walking slowly across a rope bridge.|A boy is walking across a bridge.|0.6|0.8255932331085205|0.008255932331085205|0.5917440676689147
A man is playing the guitar.|A man seated in a room is playing the guitar.|0.8|0.7846408486366272|0.007846408486366273|0.7921535915136337
A man plays the flute.|A man is playing a flute.|1.0|0.9049255847930908|0.009049255847930909|0.9909507441520691
A woman cracks two eggs into a glass bowl.|A woman is cracking an egg into a bowl.|0.76|0.8259657025337219|0.008259657025337219|0.7517403429746627
A man is cutting a fish.|A man guts a fish.|0.6|0.5960536599159241|0.005960536599159241|0.5940394634008407
Two men are packing suitcases into the trunk of a car.|The men are putting suitcases into the car's trunk.|0.8800000000000001|0.8385223746299744|0.008385223746299743|0.8716147762537003
A man pours oil on some tomatos.|The man poured oil on the cut tomatoes.|0.76|0.8074249625205994|0.008074249625205993|0.751925750374794
A man is slicing something.|A man is slicing a bun.|0.6|0.791552722454071|0.007915527224540711|0.5920844727754593
A man is paddling a canoe.|A man is playing a harp.|0.1334|0.5648279786109924|0.0056482797861099245|0.12775172021389006
A man and woman are walking together through the woods.|A man and woman are walking arm in arm through a wooded area.|0.8|0.8200165629386902|0.008200165629386903|0.7917998343706132
The woman picked up the kangaroo.|A woman picks up a baby kangaroo.|0.75|0.7447990775108337|0.007447990775108338|0.7425520092248916
Fish are swimming.|A fish is swimming.|0.8266|0.8723906874656677|0.008723906874656677|0.8178760931253434
Two women mix something in a food processor.|Two women make something in a blender.|0.8|0.7752473950386047|0.007752473950386047|0.792247526049614
A person is surfing a large wave.|A person is surfing.|0.72|0.7757635712623596|0.007757635712623596|0.7122423642873764
A man is playing a guitar.|A man is stabbing a target.|0.24|0.5746317505836487|0.005746317505836487|0.2342536824941635
A man is playing a flute in a band.|A man is playing a guitar.|0.32|0.8259508013725281|0.00825950801372528|0.31174049198627474
The man spread butter on the loaf of bread.|A man is spreading butter onto bread.|0.8|0.8239118456840515|0.008239118456840515|0.7917608815431595
A person is boiling noodles.|A woman is boiling noodles in water.|0.8|0.7568728923797607|0.007568728923797607|0.7924312710762025
A group of people dance on a hill.|A group of people are dancing.|0.64|0.7905391454696655|0.007905391454696655|0.6320946085453033
A man is dancing outside.|A man is playing flute.|0.2|0.6547573804855347|0.0065475738048553465|0.19345242619514466
A woman is feeding a man.|A woman is mixing meat.|0.2|0.543756902217865|0.00543756902217865|0.19456243097782136
A man is putting a pan into an oven.|A woman is cutting an onion.|0.12|0.4902257025241852|0.004902257025241852|0.11509774297475814
A woman is sitting at a desk.|A woman is riding a donkey.|0.08|0.5094377994537354|0.005094377994537353|0.07490562200546265
Medics transport a patient on a stretcher.|A doctor rushes a patient on a stretcher.|0.6799999999999999|0.7609151601791382|0.007609151601791382|0.6723908483982085
A woman is playing a flute on stage.|The woman is playing the flute.|0.72|0.846712589263916|0.00846712589263916|0.7115328741073608
Two baby pandas are playing.|Two pandas are laying together.|0.6|0.6962057948112488|0.006962057948112488|0.5930379420518875
A baby is laughing.|A baby is laughing and giggling.|0.8|0.9042691588401794|0.009042691588401795|0.7909573084115983
A man is playing a guitar.|A boy is playing a piano.|0.24|0.8422722220420837|0.008422722220420837|0.23157727777957915
A man is folding paper.|A woman is slicing a pepper.|0.12|0.6034906506538391|0.006034906506538391|0.11396509349346161
Three women are dancing.|The man is dancing.|0.32|0.7987614274024963|0.007987614274024963|0.31201238572597506
The cats are playing with each other.|Two cats are fighting each other.|0.52|0.7470725178718567|0.007470725178718567|0.5125292748212814
A person is writing.|A person is writing with a pencil.|0.72|0.6420056819915771|0.006420056819915771|0.7135799431800842
A man is running.|A man is running down a road.|0.7|0.7724413275718689|0.007724413275718689|0.6922755867242812
The woman is rolling dough.|A woman is flouring and rolling dough.|0.753|0.8193555474281311|0.00819355547428131|0.7448064445257186
A woman is adding spices on a meat.|Woman is adding sugar to meat.|0.55|0.7151176929473877|0.007151176929473877|0.5428488230705262
A woman is adding oil on fishes.|A woman is pouring water on fish.|0.45|0.7814534306526184|0.007814534306526184|0.44218546569347383
A young boy is holding a guitar.|A little boy is playing a guitar.|0.55|0.8735353946685791|0.008735353946685792|0.5412646460533143
A cheetah is running.|A cheetah is running across a field.|0.76|0.7694640159606934|0.0076946401596069336|0.752305359840393
The man is eating pizza.|A man is eating a slice of pizza.|0.96|0.8221340179443359|0.00822134017944336|0.9517786598205566
An orangutan is riding a bus.|A monkey is riding on a bus.|0.72|0.8175185322761536|0.008175185322761536|0.7118248146772385
A man and a woman talk in a diner.|A man and a woman are riding on a bicycle.|0.24|0.5601295828819275|0.0056012958288192746|0.23439870417118072
A man is playing a guitar.|A man is cleaning a glass door.|0.08|0.5893552303314209|0.005893552303314209|0.0741064476966858
A girl is singing and playing a guitar.|A young man is singing while playing the guitar.|0.48|0.8109892010688782|0.008109892010688782|0.4718901079893112
A girl is communicating with sign language.|A young girl is using sign language.|0.7882|0.8639026284217834|0.008639026284217834|0.7795609737157821
A woman is doing weight exercises.|A woman is doing her hair.|0.1|0.59344881772995|0.0059344881772995|0.09406551182270051
A man is getting inside a car.|An elderly man is getting into a red car.|0.75|0.6917859315872192|0.006917859315872192|0.7430821406841278
A big green ball knocks a potato over.|A large green ball hits a potato.|0.8|0.8708177208900452|0.008708177208900452|0.7912918227910996
A cat is playing keyboards.|A cat is playing a piano.|0.6|0.8302697539329529|0.008302697539329528|0.5916973024606704
Two dogs swim in a pool.|Dogs are swimming in a pool.|0.8400000000000001|0.8874722123146057|0.008874722123146057|0.831125277876854
The man used a chopper to chop the onion.|The man used a machine to chop up a potatoe.|0.4|0.8195271492004395|0.008195271492004394|0.39180472850799564
A woman slices tofu.|A woman is cutting tofu.|1.0|0.8135070204734802|0.008135070204734801|0.9918649297952652
A herd of deer are crossing the street.|A herd of caribou are crossing a road.|0.6|0.7877404093742371|0.00787740409374237|0.5921225959062576
The person is riding the horse.|A man is riding a horse.|0.76|0.7241939306259155|0.007241939306259155|0.7527580606937408
Someone is feeding a animal.|Someone is playing a piano.|0.0|0.5416784286499023|0.005416784286499023|0.005416784286499023
Someone is slicing tortila's.|Someone is riding a horse.|0.0|0.4423740804195404|0.004423740804195404|0.004423740804195404
Someone is mixing ingrediants.|Someone is sewing things.|0.05|0.6526538729667664|0.006526538729667663|0.04347346127033234
A rooster pecks at a dead mouse.|A chicken is pecking at a dead mouse.|0.8|0.781780481338501|0.00781780481338501|0.792182195186615
A woman holds a kangaroo.|A woman is picking up a kangaroo.|0.65|0.8005906939506531|0.00800590693950653|0.6419940930604935
A man is playing with frogs|A cat is playing with a camera.|0.15|0.7026313543319702|0.007026313543319702|0.1429736864566803
Two men are talking.|Two men are playing guitar.|0.3|0.6573027968406677|0.006573027968406677|0.2934269720315933
A man spreads butter on a big piece of bread.|A man is smearing butter on a slice of garlic bread.|0.7|0.7971516847610474|0.007971516847610473|0.6920284831523895
A man is running across a high wire.|A man is running on rope.|0.6|0.7690564393997192|0.007690564393997192|0.5923094356060028
A man is mowing a lawn.|A woman is cutting a lemon.|0.04|0.6104820370674133|0.006104820370674133|0.03389517962932587
A man is opening a door.|A man is playing a guitar.|0.16|0.5616040229797363|0.0056160402297973635|0.15438395977020264
A man is slicing a potato into pieces.|A man is cutting a potato.|0.8400000000000001|0.7812665104866028|0.007812665104866027|0.8321873348951341
The woman is cutting cooked octopus.|A woman is chopping octopus.|0.76|0.6524730324745178|0.006524730324745178|0.7534752696752548
A man is punching through boards.|A dog is running through water.|0.08|0.4309073090553283|0.004309073090553283|0.07569092690944672
A man is dancing.|A man is eating bread.|0.16|0.6017698645591736|0.006017698645591736|0.15398230135440827
Someone is playing a piano.|A man is playing a guitar.|0.24|0.7967234253883362|0.007967234253883362|0.23203276574611664
Two foxes are eating from a plate on a brick patio.|Foxes are eating from a plate.|0.5599999999999999|0.7234150767326355|0.007234150767326355|0.5527658492326736
A boy is playing a key-board.|A boy is playing the piano.|0.64|0.7740495800971985|0.007740495800971985|0.632259504199028
A person plays a keyboard.|Someone is playing a keyboard.|1.0|0.8242921233177185|0.008242921233177184|0.9917570787668228
A man is shooting a gun.|A man is spitting.|0.0|0.6175770163536072|0.0061757701635360715|0.0061757701635360715
Someone is slicing an onion.|Someoen is peeling a potato.|0.2|0.7225354313850403|0.007225354313850403|0.1927746456861496
A man is swimming.|A woman is slicing meat.|0.0|0.4867998361587524|0.004867998361587524|0.004867998361587524
A man is playing the guitar.|A man plays an acoustic guitar.|0.75|0.8409077525138855|0.008409077525138855|0.7415909224748611
A woman is slicing a pumpkin.|A woman is riding an elephant.|0.08|0.5054759383201599|0.005054759383201599|0.0749452406167984
A woman is dancing.|A woman is kneading dough.|0.08|0.5528835654258728|0.005528835654258728|0.07447116434574128
A woman is cracking eggs into a bowl.|A woman is placing skewers onto a rack.|0.12|0.6176482439041138|0.006176482439041137|0.11382351756095886
A car is moving through a road.|A car is driving down the road.|0.8|0.8513430953025818|0.008513430953025819|0.7914865690469742
Someone is greasing a pan.|Smeone is laying down.|0.08|0.4252320826053619|0.004252320826053619|0.07574767917394638
A man is playing guitar.|A man is draining pasta.|0.08|0.5630001425743103|0.005630001425743103|0.0743699985742569
A woman is drinking vodka.|A woman is exercising.|0.08|0.5506908893585205|0.005506908893585205|0.07449309110641479
A woman is cutting meat into pieces.|A woman is cutting up some meat.|0.96|0.8110054135322571|0.008110054135322571|0.9518899458646773
A man is rinsing a steak.|A man is playing a guitar.|0.12|0.5059491991996765|0.005059491991996765|0.11494050800800323
A man is selling items.|A man is cleaning the house.|0.16|0.6235656142234802|0.006235656142234802|0.1537643438577652
A man is jumping a wall.|A man jumps onto a short wall.|0.64|0.7760025858879089|0.00776002585887909|0.6322399741411209
Runners race around a track.|Runners compete in a race.|0.64|0.7608294486999512|0.007608294486999512|0.6323917055130005
A man is kicking a soccer ball.|A man is mixing a bowl.|0.12|0.5943467020988464|0.0059434670209884645|0.11405653297901153
A woman is frying something.|A woman is riding a horse.|0.12|0.4556855261325836|0.004556855261325836|0.11544314473867416
A cat is licking a sucker.|A woman is slicing cucumber.|0.0|0.4967221915721893|0.004967221915721892|0.004967221915721892
A woman is dancing by a fire.|A woman is taking a bath.|0.2799999999999999|0.5385540723800659|0.0053855407238006595|0.27461445927619926
The man is slicing a fish open.|A man is slicing a potato.|0.44|0.7354789972305298|0.0073547899723052975|0.4326452100276947
Butter is melting in a pan.|A man is melting butter in a pan.|0.72|0.766493022441864|0.00766493022441864|0.7123350697755814
Three boys are dancing.|Kids are dancing.|0.6222000000000001|0.8743359446525574|0.008743359446525574|0.6134566405534745
A woman is playing a game with a man.|A man is playing piano.|0.12|0.6685889363288879|0.006685889363288879|0.11331411063671111
The man is driving a white car.|A man is giving an interview.|0.08|0.5741391777992249|0.005741391777992249|0.07425860822200775
A man drove his car.|A man is driving a car.|0.85|0.7225536108016968|0.007225536108016968|0.842774463891983
A car backs out of a space.|A car is backing out of a blocked lane.|0.6|0.712705135345459|0.00712705135345459|0.5928729486465454
A man puts some cheese on a pizza.|The man sprinkled cheese on the pizza.|1.0|0.7471562027931213|0.007471562027931213|0.9925284379720688
The boy is playing the piano.|A boy plays a piano.|1.0|0.8451863527297974|0.008451863527297973|0.991548136472702
The man played his guitar.|A man is playing a guitar.|0.75|0.8298167586326599|0.008298167586326599|0.7417018324136734
A man is riding a horse.|A man is playing a keyboard.|0.04|0.5725291967391968|0.005725291967391968|0.034274708032608035
